Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Chen, DY; Chen, L; Zhang, Y; Lin, S; Ye, M; Solvsten, S",,,,"Chen, Dayou; Chen, Long; Zhang, Yu; Lin, Shan; Ye, Mao; Solvsten, Simon",,,Automated fire risk assessment and mitigation in building blueprints using computer vision and deep generative models,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Fire risk management; Automated compliance checking; Deep generative models; Blueprint analysis; Floorplan generation,SYSTEM; STANDARD,"Building fire risks pose significant threats to individual safety and bear substantial economic consequences. Consequently, developing effective automated fire risk assessment and mitigation solutions has become increasingly crucial to mitigate fire risks and reduce losses. Previous automated fire risk assessment approaches have predominantly relied on structured building design information, such as Industry Foundation Classes (IFC)-based Building Information Modelling (BIM) models, which limited their applicability in scenarios without such data. Additionally, there is a notable absence of a comprehensive approach in existing research for effectively mitigating fire risks identified during the assessment process. This study aims to bridge these gaps by proposing an innovative approach for assessing and mitigating fire risks using raw building blueprints. This approach incorporates advanced computer vision techniques to process both paper -based and digital blueprints. It then employs a knowledge -based algorithm for evaluating fire safety and regulatory compliance within these blueprints. A key innovation is the development of a deep generative model that redesigns unqualified blueprint designs to meet safety standards. This research contributes to the field by providing a more capable, accessible, and flexible approach for automated building safety, introducing Artificial Intelligence (AI) -enabled solutions for risk mitigation. It offers a versatile option applicable to various building types, significantly enhancing fire safety and compliance, especially for buildings without extensive BIM data. This study addresses the limitations of current methodologies and lays the groundwork for future advancements in automated fire risk assessment and mitigation.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,62,,A,,,,,,102614,10.1016/j.aei.2024.102614,0,,JUN 2024,,,,,,,,,,,,0
J,"Garajová, L; Garbe, S; Sprinkart, AM",,,,"Garajova, Laura; Garbe, Stephan; Sprinkart, Alois M.",,,Artificial intelligence in diagnostic radiology for dose management Advances and perspectives using the example of computed tomography,RADIOLOGIE,,,,,,,,,,Dose optimization; Patient-specific dosimetry; Dose management systems; Diagnostic reference values; Radiation protection,NOISE,"Clinical-methodological problem: Imaging procedures employing ionizing radiation require compliance with European directives and national regulations in order to protect patients. Each exposure must be indicated, individually adapted, and documented. Unacceptable dose exceedances must be detected and reported. These tasks are time-consuming and require meticulous diligence. Standard radiological methods: Computed tomography (CT) is the most important contributor to medical radiation exposure. Optimizing the patient's dose is therefore mandatory. Use of modern technology and reconstruction algorithms already reduces exposure. Checking the indication, planning, and performing the examination are further important process steps with regard to radiation protection. Patient exposure is usually monitored by dose management systems (DMS). In special cases, a risk assessment is required by calculating the organ doses. Methodological innovations: Artificial intelligence (AI)-assisted techniques are increasingly used in various steps of the process: they support examination planning, improve patient positioning, and enable automated scan length adjustments. They also provide real-time estimates of individual organ doses. Evaluation: The integration of AI into medical imaging is proving successful in terms of dose optimization in various areas of the radiological workflow, from reconstruction to examination planning and performing exams. However, the use of AI in conjunction with DMS has not yet been considered on a large scale. Practical recommendation: AI processes offer promising tools to support dose management. However, their implementation in the clinical setting requires further research, extensive validation, and continuous monitoring.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,64,10,,,SI,,787,792,,10.1007/s00117-024-01330-z,0,,JUN 2024,,,,,,,,,,,,0
C,"Anim, JK; Robaldo, L; Wyner, A",,"Takama, Y; Satoh, K; Nguyen, LM; Bono, M; Kurahashi, S",,"Anim, Joseph K.; Robaldo, Livio; Wyner, Adam",,,Compliance Checking in the Energy Domain via W3C Standards,"NEW FRONTIERS IN ARTIFICIAL INTELLIGENCE, JSAI-ISAI 2023 INTERNATIONAL WORKSHOPS- JURISIN, SCIDOCA, EMSEMI AND AI-BIZ 2023",Lecture Notes in Artificial Intelligence,,,,,,,,,Compliance checking; W3C standards; symbolic AI,LEGAL KNOWLEDGE; ONTOLOGIES; OWL,"This paper investigates the use of W3C standards, specifically RDF, OWL, SPARQL, and SHACL, to automate legal compliance checking. We consider in particular in-force regulations for extracting oil and gas in Ghana to exemplify our proposed model. This paper models some selected norms from these regulations into a sample RDF ontology along with inference rules to check their compliance with respect to a given state of affairs. The paper's main finding is that inferences enabled by OWL and SHACL shapes are not expressive enough to represent some existing legal requirements, specifically those imposing constraints on metadata about RDF individuals. To achieve the required expressivity, it is proposed that SHACL-SPARQL rules should be instead used.",,,,,,,,,,,,,,,,,,,,,,,,,2024,14644,,,,,,3,18,,10.1007/978-3-031-60511-6_1,0,,,,,,,,,,,,,,0
C,"Eleyan, A; Ahmed, H; Bejaoui, T",,,IEEE,"Eleyan, Amna; Ahmed, Hamza; Bejaoui, Tarek",,,Leveraging A Deep Learning-Based Privacy Compliance Framework For IoT Applications,"2025 5TH IEEE MIDDLE EAST AND NORTH AFRICA COMMUNICATIONS CONFERENCE, MENACOMM",IEEE Middle East and North Africa Communications Conference,,,,,,,,,Internet of Things; Deep Learning; Artificial Intelligence; General Data Protection Regulation; Convolutional Neural Networks; Privacy Compliance Framework,,"This paper explores and investigates the development and implementation of a deep learning-based privacy compliance framework for Internet of Things (IoT) applications. The geometric growth in potentially sensitive data from the vast generations of data as IoT devices proliferate raises critical security and privacy concerns for individuals and organisations. Additionally, rising cybersecurity attacks reshape how data is handled, especially with IoT devices storing sensitive client data. Simultaneously, GDPR and CCPA which are rigorous data protection regulations have created an urgent and imperative need for automated compliance solutions. Utilising these regulatory standards, this research harnesses deep learning methodologies, specifically Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) networks to tackle these complex challenges while employing public IoT datasets to test. Cutting-edge features are incorporated into the proposed deep-learning framework including threat characterising, anomaly detection, dynamic policy adjustment, and regulatory compliance checking/verification for IoT environments, with the additionality of a devised pipeline encompassing comprehensive data processing, model training, threat detection, compliance checking, and an intuitive user-friendly alert system. The findings concluded that the deep-learning models achieved high accuracy of 99% in threat detection, with general compliance achieving 91% and over of its IoT dataset (RT-IoT2022), concurrently while the integrated compliance checking functions effectively enforced privacy policies from a 'docx' file. This research contributes significantly to the relevant field by offering a novel, automated approach to handling privacy compliance in intricate IoT landscapes, prospectively reducing organisational resource expenditure while enhancing overall data protection measures.",,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,10.1109/MENACOMM62946.2025.10911034,0,,,,,,,,,,,,,,0
C,"Waidelich, L; Lambert, M; Al-Washash, Z; Kroschwald, S; Schuster, T; Döring, N",,"Maslankowski, J; Marcinkowski, B; DaCunha, PR",,"Waidelich, Lukas; Lambert, Marian; Al-Washash, Zina; Kroschwald, Steffen; Schuster, Thomas; Doering, Nico",,,Using Large Language Models for the Enforcement of Consumer Rights in Germany,"DIGITAL TRANSFORMATION, PLAIS EUROSYMPOSIUM 2023",Lecture Notes in Business Information Processing,,,,,,,,,Consumer Protection; Consumer Rights Enforcement; Cease-and-Desist Declaration; Large Language Model; Legal Tech,UNFAIR CLAUSES,"In European competition law, consumer protection agencies and competition authorities play a crucial role in ensuring fair competition. When a violation is identified by these institutions, they typically obtain a cease-and-desist declaration to ensure compliance with applicable laws. However, the manual verification of compliance is a time-consuming task, which poses a risk of companies continuing to engage in unlawful practices to the detriment of consumers. We propose a technology-enhanced solution to address this issue. Artificial Intelligence emerges as a transformative solution and Large Language Models now provide the potential for automation, replacing the need for manual completion of such tedious compliance checks. In our project KIVEDU, we aim to design an AI-based system that automates the enforcement of consumer rights. In this article, we present an overview of the current state of research, the planned project, the challenges we expect to encounter, and our initial results as well as planned next steps. With this work, our goal is to contribute to the enforcement of European consumer protection law, foster fair competition, and strengthen consumer rights.",,,,,,,,,,,,,,,,,,,,,,,,,2023,495,,,,,,1,15,,10.1007/978-3-031-43590-4_1,0,,,,,,,,,,,,,,0
C,"Deldari, S; Goudarzi, M; Joshi, A; Shaghaghi, A; Finn, S; Salim, FD; Jha, S",,,ACM,"Deldari, Shohreh; Goudarzi, Mohammad; Joshi, Aditya; Shaghaghi, Arash; Finn, Simon; Salim, Flora D.; Jha, Sanjay",,,AuditNet: A Conversational AI-based Security Assistant,"PUBLICATION OF THE 26TH ACM INTERNATIONAL CONFERENCE ON MOBILE HUMAN-COMPUTER INTERACTION, MOBILEHCI 2024 ADJUNCT PROCEEDINGS",,,,,,,,,,Question Answering; Prompt Engineering; Retrieval-Augmented Generation,,"In the age of information overload, professionals across various fields face the challenge of navigating vast amounts of documentation and ever-evolving standards. Ensuring compliance with standards, regulations, and contractual obligations is a critical yet complex task across various professional fields. We propose a versatile conversational AI assistant framework designed to facilitate compliance checking on the go, in diverse domains, including but not limited to network infrastructure, legal contracts, educational standards, environmental regulations, and government policies. By leveraging retrieval-augmented generation using large language models, our framework automates the review, indexing, and retrieval of relevant, context-aware information, streamlining the process of verifying adherence to established guidelines and requirements. This AI assistant not only reduces the manual effort involved in compliance checks but also enhances accuracy and efficiency, supporting professionals in maintaining high standards of practice and ensuring regulatory compliance in their respective fields. We propose and demonstrate AuditNet, the first conversational AI security assistant designed to assist IoT network security experts by providing instant access to security standards, policies, and regulations.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,10.1145/3640471.3680444,0,,,,,,,,,,,,,,0
C,"Fratric, P; Parizi, MM; Sileno, G; van Engers, T; Klous, S",,,ACM,"Fratric, Peter; Parizi, Mostafa Mohajeri; Sileno, Giovanni; van Engers, Tom; Klous, Sander",,,Do agents dream of abiding by the rules? Learning norms via behavioral exploration and sparse human supervision,"PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023",,,,,,,,,,Norm identification; Norm induction; Normative systems; Compliance checking; Non-compliance,TAX EVASION; TAXONOMY,"In recent years, several normative systems have been presented in the literature. Relying on formal methods, these systems support the encoding of legal rules into machine-readable formats, enabling, e.g. to check whether a certain workflow satisfies or agents abide by these rules. However, not all rules can be easily expressed (see for instance the unclear boundaries between tax planning and tax avoidance). The paper introduces a framework for norm identification and norm induction that automates the formalization of norms about non-compliant behavior by exploring the behavioral space via simulation, and integrating inputs from humans via active learning. The proposed problem formulation sets also a bridge between AI & law and more general branches of AI concerned by the adaptation of artificial agents to human directives.",,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,81,90,,10.1145/3594536.3595153,0,,,,,,,,,,,,,,0
J,"de Koning, M; Machado, T; Ahonen, A; Strokina, N; De Rosa, F; Minav, T; Ghabcheloo, R",,,,"de Koning, Marea; Machado, Tyrone; Ahonen, Andrei; Strokina, Nataliya; De Rosa, Fransesco; Minav, Tatiana; Ghabcheloo, Reza",,,A comprehensive approach to safety for highly automated off-road machinery under Regulation 2023/1230,SAFETY SCIENCE,,,,,,,,,,Software safety; Machinery; Machinery Regulation; Standardization; Decision making; Safe reasoning; Risk management,VEHICLES,"As of January 2027, Machine Safety Regulation 2023/1230 replaces Directive 2006/42/EC, and a proposal for the regulation of Artificial Intelligence (AI) systems is soon to be ratified by the European Council. These legislative changes address hazards from increased automation and AI integration. Original Equipment Manufacturers (OEMs) face compliance challenges due to a lack of standardized guidelines, especially for off-road machinery with level 4 'high automation' capabilities. At level 4 'high automation', the machine operator assumes a supervisory role, intervening only in situations beyond the designed operational domain. Relying solely on supervisor intervention at this level of automation is unreasonable. Within this context, legislative safety requirements to maintain safety advocate for robust risk management systems, including both a human-in-the-loop safety option and adequate safety-related decision-making by the level 4 'high automation' off-road machine, i.e., the safe reasoning software becomes paramount. In this research, conducted through a systematic mapping study, we discuss emerging safety trends and integration for the safe reasoning software a level 4 off-road machine requires. Our analyses shows the necessity of safety constraint-based design procedures. These procedures involve constraining the AI system by embedding fault management, reasoning checks, and diagnostic monitoring together with safety-related decision-making, thereby enhancing functional reliability and reducing risks. We consider these trends and patterns through the lens of changing machine safety legislative requirements, and the proposal of the regulation of AI products. Illustrating their implications alongside a case study of a level 4 tree harvesting machine, for a tangible and to industry transferable perspective on our results.",,,,,,,,,,,,,,,,,,,,,,,,JUL,2024,175,,,,,,,,106517,10.1016/j.ssci.2024.106517,0,,MAR 2024,,,,,,,,,,,,0
J,"Acharya, D; Saqib, M; Devine, C; Untiedt, C; Little, LR; Wang, DD; Tuck, GN",,,,"Acharya, Debaditya; Saqib, Muhammad; Devine, Carlie; Untiedt, Candice; Little, L. Richard; Wang, Dadong; Tuck, Geoffrey N.",,,Using deep learning to automate the detection of bird scaring lines on fishing vessels,BIOLOGICAL CONSERVATION,,,,,,,,,,Electronic monitoring; Bird-scaring lines; Deep learning; Activity recognition; Object detection; Seabird; Bycatch reduction,REDUCING SEABIRD BYCATCH; LONGLINE FISHERY; TORI-LINES; CONSERVATION; ALBATROSSES; MITIGATION; CATCH; MORTALITY; TRAWL; PETRELS,"Bird-scaring lines (BSLs) are an essential on-vessel bycatch mitigation device to reduce seabird interactions with fishing gear, such as the baited hooks of longline vessels. To ensure compliance with the behaviours required to operate successful BSLs, Electronic Monitoring (EM) cameras installed on fishing vessels can facilitate monitoring of commercial fishing activities. This study proposes an Artificial Intelligence and Machine Learning (AIML) framework based on a state-of-the-art deep learning computer vision approach called Faster RCNN to detect BSLs using vessel Electronic Monitoring (EM) video footage. The experiments include comprehensive analysis for detecting BSLs during daytime and night-time using footage from tuna longline vessels, under various weather conditions. Results show that a detection precision of 0.87 can be achieved. This valuable AIML tool can significantly reduce the time and costs associated with reviewing human EM footage, expand coverage, and automatically identify events for compliance checks and endangered species monitoring.",,,,,,,,,,,,,,,,,,,,,,,,AUG,2024,296,,,,,,,,110713,10.1016/j.biocon.2024.110713,0,,JUL 2024,,,,,,,,,,,,0
J,"Tomur, E; Bilgin, Z; Gülen, U; Soykan, EU; Karaçay, L; Karakoç, F",,,,"Tomur, Emrah; Bilgin, Zeki; Gulen, Utku; Soykan, Elif Ustundag; Karacay, Leyli; Karakoc, Ferhat",,,Intent-Based Security for Functional Safety in Cyber-Physical Systems,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING,,,,,,,,,,Safety; Sensors; Security; Cyber-physical systems; Automation; Sensor systems; Protocols; functional safety; industrial automation; intent-based security; industrial internet of things; machine learning; smart manufacturing,ROBOTICS,"We propose a novel intent-based method to prevent security attacks on the safety functions in cyber-physical systems used in smart manufacturing. Context information about a cyber-physical system is collected from various sensors including non-safety sensors measuring device temperature, motor rotation speed, or instantaneous power consumption of machines. Such contextual information along with operational and business intent of the system under consideration are then used to check whether the current situation is indeed an emergency situation or a normal situation. Unlike the conventional safety systems that only rely on raw sensor data and safety protocol status packets from safety sensors, which might be spoofed and/or modified, decision on the safety situation in our method is intelligently made by comparing aggregated sensor information from the cyber-physical system and its environment for compliance with pre-configured operational intents that define the normal safe and secure operation of the system. We also show how to integrate Machine Learning (ML) and Artificial Intelligence (AI) into the proposed method for efficient and automated analysis of both intents and aggregated context information to make more intelligent decisions in execution of functional safety protocols. Our proposed AI/ML integration approach also enables the prediction of safety critical situations before they occur. The proposed method aims to prevent unnecessary switching to fail-safe mode causing insecure system states such as emergency doors opening or system halting in normal situations. In addition, it prevents sticking in non-safe states and not switching to fail-safe mode in real emergencies which could cause hazard on device and/or people.",,,,,,,,,,,,,,,,,,,,,,,,APR-JUN,2024,12,2,,,,,615,630,,10.1109/TETC.2023.3251031,0,,,,,,,,,,,,,,0
J,"Ataide, M; Braholli, O; Siegele, D",,,,"Ataide, Mariana; Braholli, Orjola; Siegele, Dietmar",,,"Digital Transformation of Building Permits: Current Status, Maturity, and Future Prospects",BUILDINGS,,,,,,,,,,digital building permit; permitting process; maturity model; readiness level; DBP ecosystem; technology,MODEL; BIM,"Building permits ensure construction meets codes and regulations, but the traditional permitting process is often complex and inefficient. This perspective paper examines the current state and maturity of digitizing and automating building permits. We studied current permit workflows and the recent literature to identify digitization opportunities like online portals, automated code-checking, and data integration. Most jurisdictions are only in the early digital stages, focused on implementing electronic document management and online portals. Some leading cities have piloted more advanced capabilities like automated code compliance checking, but widespread adoption lags. The greatest challenges exist around fragmented IT environments, data integration, organizational inertia, and failing to adapt to technological advancements, such as the example of AI. Achieving higher digital permitting processes requires optimized data sharing, instant feedback loops, and automation-enabled plan reviews. While pockets of innovation exist, mainstream adoption lags behind visionary potential. Realizing the future permitting paradigm demands open data standards, configurable software infrastructure, and organizational commitment to digitize end-to-end. This paper presents regulators and innovators with a perspective framework to evolve permitting towards smarter, faster, and more integrated digital systems and strategies.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,13,10,,,,,,,2554,10.3390/buildings13102554,0,,,,,,,,,,,,,,0
J,"Fontana, G; Calabrese, M; Agnusdei, L; Papadia, G; Del Prete, A",,,,"Fontana, Gianmauro; Calabrese, Maurizio; Agnusdei, Leonardo; Papadia, Gabriele; Del Prete, Antonio",,,SolDef_AI: An Open Source PCB Dataset for Mask R-CNN Defect Detection in Soldering Processes of Electronic Components,JOURNAL OF MANUFACTURING AND MATERIALS PROCESSING,,,,,,,,,,open source dataset; SMT component soldering; aerospace printed circuit board manufacturing; printed circuit board defect detection; automated optical inspection; deep learning; mask R-CNN,,"The soldering process for aerospace applications follows stringent requirements and standards to ensure the reliability and safety of electronic connections in aerospace systems. For this reason, the quality control phase plays an important role to guarantee requirements compliance. This process often requires manual control since technicians' knowledge is fundamental to obtain effective quality check results. In this context, the authors have developed a new open source dataset (SolDef_AI) to implement an innovative methodology for printed circuit board (PCB) defect detection exploiting the Mask R-CNN algorithm. The presented open source dataset aims to overcome the challenges associated with the availability of datasets for model training in this specific research and electronics industrial field. The dataset is open source and available online.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2024,8,3,,,,,,,117,10.3390/jmmp8030117,0,,,,,,,,,,,,,,0
C,"Duarte, C; Costa, M; Pereira, LS; Guerreiro, J",,,ACM,"Duarte, Carlos; Costa, Miguel; Pereira, Leticia Seixas; Guerreiro, Joao",,,Expanding Automated Accessibility Evaluations: Leveraging Large Language Models for Heading-Related Barriers,"COMPANION PROCEEDINGS OF THE 2025 CONFERENCE ON INTELLIGENT USER INTERFACES, IUI 2025",,,,,,,,,,Web Accessibility; LLM; Accessibility Evaluation; Headings; Llama; GPT,,"Ensuring digital resources are accessible to all users, including those with disabilities, is critical in today's digital landscape. The growing volume of online content has intensified the need for automated accessibility evaluations to ensure compliance with accessibility guidelines. Yet, existing automated tools are limited in scope, being unable to identify many types of accessibility barriers. Recent advances in AI, particularly large language models (LLMs), offer opportunities to expand the range of automated accessibility checks. This work explores the ability of LLMs to detect accessibility barriers related to web page headings. We developed targeted prompts to help LLMs identify them and evaluated the effectiveness of three models - Llama 3.1, GPT-4o, and GPT-4o mini - in multiple versions of a reference webpage, each featuring different heading-related barriers. Findings reveal that model performance depends on barrier type: Llama 3.1 stands out at detecting structural issues like heading appropriateness and hierarchy, GPT-4o is better at identifying accessible names and semantic substitutions, while GPT-4o mini is the most versatile, handling complex structural modifications and labelling. This study highlights LLM's potential in advancing web accessibility evaluation and bridging gaps in automated assessments.",,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,39,42,,10.1145/3708557.3716329,0,,,,,,,,,,,,,,0
J,"Bhole, M; Sauter, T; Semper, S; Kastner, W",,,,"Bhole, Mukund; Sauter, Thilo; Semper, Sabrina; Kastner, Wolfgang",,,Why to Fail Fast and Often: A Strategy for OT Safety and Security Evaluation,IEEE ACCESS,,,,,,,,,,Security; Safety; Threat modeling; Data models; Standards; Prevention and mitigation; Philosophical considerations; Industries; Analytical models; Software; OT safety and security; standard compliance; risk evaluation; system modeling; data visualization,RISK IDENTIFICATION; AUTOMATIONML; INTEGRATION,"As the Operational Technology (OT) environment becomes increasingly interconnected and integrates diverse technologies, traditional models often struggle to accurately represent the complex interactions and dependencies of the underlying systems. Factors like changes in operational conditions, software updates, and the introduction of new devices can significantly impact the system's risk profile. This paper presents a methodology to bridge the gap between manual and automated safety and security requirements in Industry 4.0 OT environments. First, a meta-model is developed to capture OT infrastructure components and relationships. This is then transformed into a C#-based GUI, enabling tasks like network scanning, application and interface identification, and AI-powered data extraction. Next, compliance checks and risk assessments are conducted using standards such as IEC 62443-3-3 and methods like LOPA, SEFR (HAZID), STRIDE, and DREAD. Finally, the data is converted into system models (e.g., OWL, AutomationML) for visualization. This approach reduces complexity and time by 83.72%, though it faces challenges like platform dependency and resource constraints.",,,,,,,,,,,,,,,,,,,,,,,,,2025,13,,,,,,51793,51812,,10.1109/ACCESS.2025.3553011,0,,,,,,,,,,,,,,0
C,"Shuhaiber, A; Nizamuddin, N",,,IEEE,"Shuhaiber, Ahmed; Nizamuddin, Nishara",,,Advancing Medical Device Management Systems through Ethereum Blockchain,"2024 6TH INTERNATIONAL CONFERENCE ON BLOCKCHAIN COMPUTING AND APPLICATIONS, BCCA",,,,,,,,,,Metaverse; Blockchain technology; Medical Device Lifecycle Management; Smart contracts,FRAMEWORK,"The management of medical devices throughout their lifecycle is a complex and critical process in healthcare, traditionally handled through centralized systems that often suffer from significant challenges such as data security vulnerabilities, inefficiency, and lack of transparency. This research paper introduces a novel approach to Medical Device Lifecycle Management (MDLCM) by leveraging blockchain technology to decentralize the process, aiming to enhance security, efficiency, and stakeholder trust. We identify the inherent problems in current centralized systems, including data tampering risks and operational inefficiencies, which can compromise patient safety and impede the seamless management of medical devices. To address these issues, our study proposes a blockchain-based decentralized system, utilizing Ethereum smart contracts to automate and secure the MDLCM process. The methodology encompasses the design and implementation of a smart contract framework to facilitate transparent and secure interactions among all stakeholders involved in the lifecycle of medical devices, from manufacturing to post- market surveillance. Our results demonstrate the potential of blockchain technology to provide a robust solution for the challenges faced by traditional MDLCM systems, offering improved data integrity, traceability, and automation of compliance checks. The implications of this research are significant, suggesting a transformative shift towards more secure, efficient, and transparent management of medical devices within the healthcare sector. However, limitations such as blockchain scalability and the need for a supportive regulatory framework are acknowledged. Future work will focus on enhancing the scalability of the blockchain solution, exploring integration with other technologies like IoT and AI, and fostering collaboration among stakeholders to facilitate widespread adoption.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,285,292,,10.1109/BCCA62388.2024.10844496,0,,,,,,,,,,,,,,0
