Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Xiang, YF; Lin, P; Luo, YM; Ning, ZY; Liu, YG; Liu, K",,"Zhou, K",,"Xiang, Yunfei; Lin, Peng; Luo, Yiming; Ning, Zeyu; Liu, Yuanguang; Liu, Ke",,,Integrating Knowledge Graph and Large Language Model for Safety Management Regulatory Texts,"COMPUTATIONAL AND EXPERIMENTAL SIMULATIONS IN ENGINEERING, ICCES 2024-VOL 3",Mechanisms and Machine Science,,,,,,,,,Safety management; Automated compliance checking; Knowledge graph; Large language model,,"The safety management in the infrastructure industry is governed by a variety of regulatory documents and management codes. However, the current regulation compliance checking often relies on manual or exhaustive matching methods, which can result in issues such as inconsistent rating scales, artificial manipulation, and time-consuming procedures. Therefore, this study presents a novel approach that integrates knowledge graph (KG) and large language model (LLM) to facilitate knowledge mining and application in safety management regulatory texts. First, a semantic expression framework is established to represent the domain knowledge of regulatory texts. Subsequently, considering the requirements of rule interpretation, knowledge extraction is carried out on the regulatory texts to obtain KG. Then, based on the prompt-tuning, the KG is leveraged to enhance LLM's inference of regulatory documents and management codes. Finally, a safety management workflow based on automatic rule interpretation is proposed and successfully applied to a hydropower project. The results demonstrate that this method can effectively enhance the interpretability of safety management codes and reduce reliance on domain experts. This study substantiates the effectiveness of integrating KG and LLM for knowledge mining and application. This work can provide a practical reference for enhancing automated and intelligent safety management in the infrastructure industry.",,,,,,,,,,,,,,,,,,,,,,,,,2025,175,,,,,,1055,1062,,10.1007/978-3-031-81673-4_76,0,,,,,,,,,,,,,,0
J,"Fuchs, S; Dimyadi, J; Witbrock, M; Amor, R",,,,"Fuchs, Stefan; Dimyadi, Johannes; Witbrock, Michael; Amor, Robert",,,Intermediate representations to improve the semantic parsing of building regulations,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Semantic parsing; Building regulation; Transformer; Intermediate representation; Automated compliance checking,,"Recent developments show that large transformer-based language models have the capability to generate coherent text and source code in response to user prompts. This capability can be used in the construction domain to interpret building regulations and convert them into a formal representation usable for automated compliance checking. While base-size models can already be taught to perform semantic parsing with decent quality, this paper shows how Intermediate Representations (IRs) can be used to improve the semantic parsing quality. With reversible IRs, the training time was reduced to almost a quarter of the initial duration, and through adding a hierarchical parsing step, improvements of up to 6.6% on F1 scores were reached. Furthermore, intermediate representations provide a novel and interpretable method towards a human-in-the-loop approach for translating building regulations into a formal representation.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,62,,B,,,,,,102735,10.1016/j.aei.2024.102735,0,,AUG 2024,,,,,,,,,,,,0
J,"Chen, JX; Bao, Y",,,,"Chen, Jinxin; Bao, Yi",,,Multi-agent large language model framework for code-compliant automated design of reinforced concrete structures,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building code compliance; Concrete structures; Automated design; Large language model; Multi-agent framework; Structural design,,"The current manual approach for designing reinforced concrete, guided by structural design codes, is inefficient and susceptible to human error. This paper presents a Large Language Model (LLM) framework to automate code-compliant design and achieve interpretability and verifiability. The framework decomposes complex tasks into subtasks handled by coordinated LLM agents with specialized expertise, enabling automatic structural design and human-robot interaction for exploring alternative solutions and explanations. This framework was tested using case studies on the design and evaluation of 30 beams and compared against commercial engineering software SAP2000, demonstrating how the agents collaborate and cross-check results while maintaining high accuracy (97 %), high efficiency (90 % time-saving), and transparency in structural analysis and design. An intuitive Graphical User Interface (GUI) that supports natural language queries was developed to facilitate practical use. By bridging the gap between intuitive communication and rigorous structural analysis, this framework provides a paradigm shift for automatic structural design.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2025,177,,,,,,,,106331,10.1016/j.autcon.2025.106331,0,,,,,,,,,,,,,,0
C,"Waidelich, L; Lambert, M; Al-Washash, Z; Kroschwald, S; Schuster, T; Döring, N",,"Maslankowski, J; Marcinkowski, B; DaCunha, PR",,"Waidelich, Lukas; Lambert, Marian; Al-Washash, Zina; Kroschwald, Steffen; Schuster, Thomas; Doering, Nico",,,Using Large Language Models for the Enforcement of Consumer Rights in Germany,"DIGITAL TRANSFORMATION, PLAIS EUROSYMPOSIUM 2023",Lecture Notes in Business Information Processing,,,,,,,,,Consumer Protection; Consumer Rights Enforcement; Cease-and-Desist Declaration; Large Language Model; Legal Tech,UNFAIR CLAUSES,"In European competition law, consumer protection agencies and competition authorities play a crucial role in ensuring fair competition. When a violation is identified by these institutions, they typically obtain a cease-and-desist declaration to ensure compliance with applicable laws. However, the manual verification of compliance is a time-consuming task, which poses a risk of companies continuing to engage in unlawful practices to the detriment of consumers. We propose a technology-enhanced solution to address this issue. Artificial Intelligence emerges as a transformative solution and Large Language Models now provide the potential for automation, replacing the need for manual completion of such tedious compliance checks. In our project KIVEDU, we aim to design an AI-based system that automates the enforcement of consumer rights. In this article, we present an overview of the current state of research, the planned project, the challenges we expect to encounter, and our initial results as well as planned next steps. With this work, our goal is to contribute to the enforcement of European consumer protection law, foster fair competition, and strengthen consumer rights.",,,,,,,,,,,,,,,,,,,,,,,,,2023,495,,,,,,1,15,,10.1007/978-3-031-43590-4_1,0,,,,,,,,,,,,,,0
C,"Arora, C; Grundy, J; Puli, L; Layton, N",,"Liebel, G; Hadar, I; Spoletini, P",,"Arora, Chetan; Grundy, John; Puli, Louise; Layton, Natasha",,,Towards Standards-Compliant Assistive Technology Product Specifications via LLMs,"32ND INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE WORKSHOPS, REW 2024",IEEE International Requirements Engineering Conference Workshops,,,,,,,,,Product Specifications; Assistive Technology; Large Language Models (LLMs); Retrieval Augmented Generation (RAG); Regulatory Compliance,CLASSIFICATION,"In the rapidly evolving field of assistive technology (AT), ensuring that products meet national and international standards is essential for user safety, efficacy, and accessibility. In this vision paper, we introduce CompliAT, a pioneering framework designed to streamline the compliance process of AT product specifications with these standards through the innovative use of Large Language Models (LLMs). CompliAT addresses three critical tasks: checking terminology consistency, classifying products according to standards, and tracing key product specifications to standard requirements. We tackle the challenge of terminology consistency to ensure that the language used in product specifications aligns with relevant standards, reducing misunderstandings and non-compliance risks. We propose a novel approach for product classification, leveraging a retrieval-augmented generation model to accurately categorize AT products aligning to international standards, despite the sparse availability of training data. Finally, CompliAT implements a traceability and compliance mechanism from key product specifications to standard requirements, ensuring all aspects of an AT product are thoroughly vetted against the standards. By semi-automating these processes, CompliAT aims to significantly reduce the time and effort required for AT product standards compliance and uphold quality and safety standards. We outline our planned implementation and evaluation for CompliAT.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,385,389,,10.1109/REW61692.2024.00060,0,,,,,,,,,,,,,,0
C,"Duarte, C; Costa, M; Pereira, LS; Guerreiro, J",,,ACM,"Duarte, Carlos; Costa, Miguel; Pereira, Leticia Seixas; Guerreiro, Joao",,,Expanding Automated Accessibility Evaluations: Leveraging Large Language Models for Heading-Related Barriers,"COMPANION PROCEEDINGS OF THE 2025 CONFERENCE ON INTELLIGENT USER INTERFACES, IUI 2025",,,,,,,,,,Web Accessibility; LLM; Accessibility Evaluation; Headings; Llama; GPT,,"Ensuring digital resources are accessible to all users, including those with disabilities, is critical in today's digital landscape. The growing volume of online content has intensified the need for automated accessibility evaluations to ensure compliance with accessibility guidelines. Yet, existing automated tools are limited in scope, being unable to identify many types of accessibility barriers. Recent advances in AI, particularly large language models (LLMs), offer opportunities to expand the range of automated accessibility checks. This work explores the ability of LLMs to detect accessibility barriers related to web page headings. We developed targeted prompts to help LLMs identify them and evaluated the effectiveness of three models - Llama 3.1, GPT-4o, and GPT-4o mini - in multiple versions of a reference webpage, each featuring different heading-related barriers. Findings reveal that model performance depends on barrier type: Llama 3.1 stands out at detecting structural issues like heading appropriateness and hierarchy, GPT-4o is better at identifying accessible names and semantic substitutions, while GPT-4o mini is the most versatile, handling complex structural modifications and labelling. This study highlights LLM's potential in advancing web accessibility evaluation and bridging gaps in automated assessments.",,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,39,42,,10.1145/3708557.3716329,0,,,,,,,,,,,,,,0
J,"Hettiarachchi, H; Dridi, A; Gaber, MM; Parsafard, P; Bocaneala, N; Breitenfelder, K; Costa, G; Hedblom, M; Juganaru-Mathieu, M; Mecharnia, T; Park, S; Tan, H; Tawil, ARH; Vakaj, E",,,,"Hettiarachchi, Hansi; Dridi, Amna; Gaber, Mohamed Medhat; Parsafard, Pouyan; Bocaneala, Nicoleta; Breitenfelder, Katja; Costa, Goncal; Hedblom, Maria; Juganaru-Mathieu, Mihaela; Mecharnia, Thamer; Park, Sumee; Tan, He; Tawil, Abdel-Rahman H.; Vakaj, Edlira",,,CODE-ACCORD: A Corpus of building regulatory data for rule generation towards automatic compliance checking,SCIENTIFIC DATA,,,,,,,,,,,,"Automatic Compliance Checking (ACC) within the Architecture, Engineering, and Construction (AEC) sector necessitates automating the interpretation of building regulations to achieve its full potential. Converting textual rules into machine-readable formats is challenging due to the complexities of natural language and the scarcity of resources for advanced Machine Learning (ML). Addressing these challenges, we introduce CODE-ACCORD, a dataset of 862 sentences from the building regulations of England and Finland. Only the self-contained sentences, which express complete rules without needing additional context, were considered as they are essential for ACC. Each sentence was manually annotated with entities and relations by a team of 12 annotators to facilitate machine-readable rule generation, followed by careful curation to ensure accuracy. The final dataset comprises 4,297 entities and 4,329 relations across various categories, serving as a robust ground truth. CODE-ACCORD supports a range of ML and Natural Language Processing (NLP) tasks, including text classification, entity recognition, and relation extraction. It enables applying recent trends, such as deep neural networks and large language models, to ACC.",,,,,,,,,,,,,,,,,,,,,,,,JAN 29,2025,12,1,,,,,,,170,10.1038/s41597-024-04320-x,0,,,,,,,,,,,,,,0
C,"Hildebrandt, C; Woodlief, T; Elbaum, S",,,IEEE,"Hildebrandt, Carl; Woodlief, Trey; Elbaum, Sebastian",,,ODD-diLLMma: Driving Automation System ODD Compliance Checking using LLMs,2024 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2024),IEEE International Conference on Intelligent Robots and Systems,,,,,,,,,,,"Although Driving Automation Systems (DASs) are rapidly becoming more advanced and ubiquitous, they are still confined to specific Operational Design Domains (ODDs) over which the system must be trained and validated. Yet, each DAS has a bespoke and often informally defined ODD, which makes it intractable to manually judge whether a dataset satisfies a DAS's ODD. This results in inadequate data leaking into the training and testing processes, weakening them, and causes large amounts of collected data to go unused given the inability to check their ODD compliance. This presents a dilemma: How do we cost-effectively determine if existing sensor data complies with a DAS's ODD? To address this challenge, we start by reviewing the ODD specifications of 10 commercial DASs to understand current practices in ODD documentation. Next, we present ODD-diLLMma, an automated method that leverages Large Language Models (LLMs) to analyze existing datasets with respect to the natural language specifications of ODDs. Our evaluation of ODD-diLLMma examines its utility in analyzing inputs from 3 real-world datasets. Our empirical findings show that ODD-diLLMma significantly enhances the efficiency of detecting ODD compliance, showing improvements of up to 147% over a human baseline. Further, our analysis highlights the strengths and limitations of employing LLMs to support ODD-diLLMma, underscoring their potential to effectively address the challenges of ODD compliance detection.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,13809,13816,,10.1109/IROS58592.2024.10801369,0,,,,,,,,,,,,,,0
C,"Deldari, S; Goudarzi, M; Joshi, A; Shaghaghi, A; Finn, S; Salim, FD; Jha, S",,,ACM,"Deldari, Shohreh; Goudarzi, Mohammad; Joshi, Aditya; Shaghaghi, Arash; Finn, Simon; Salim, Flora D.; Jha, Sanjay",,,AuditNet: A Conversational AI-based Security Assistant,"PUBLICATION OF THE 26TH ACM INTERNATIONAL CONFERENCE ON MOBILE HUMAN-COMPUTER INTERACTION, MOBILEHCI 2024 ADJUNCT PROCEEDINGS",,,,,,,,,,Question Answering; Prompt Engineering; Retrieval-Augmented Generation,,"In the age of information overload, professionals across various fields face the challenge of navigating vast amounts of documentation and ever-evolving standards. Ensuring compliance with standards, regulations, and contractual obligations is a critical yet complex task across various professional fields. We propose a versatile conversational AI assistant framework designed to facilitate compliance checking on the go, in diverse domains, including but not limited to network infrastructure, legal contracts, educational standards, environmental regulations, and government policies. By leveraging retrieval-augmented generation using large language models, our framework automates the review, indexing, and retrieval of relevant, context-aware information, streamlining the process of verifying adherence to established guidelines and requirements. This AI assistant not only reduces the manual effort involved in compliance checks but also enhances accuracy and efficiency, supporting professionals in maintaining high standards of practice and ensuring regulatory compliance in their respective fields. We propose and demonstrate AuditNet, the first conversational AI security assistant designed to assist IoT network security experts by providing instant access to security standards, policies, and regulations.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,10.1145/3640471.3680444,0,,,,,,,,,,,,,,0
J,"Ul Hassan, F; Le, TY; Le, C",,,,"Ul Hassan, Fahad; Le, Tuyen; Le, Chau",,,Automated Approach for Digitalizing Scope of Work Requirements to Support Contract Management,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,,,,,,,,Contract requirements; Scope of work; Natural language processing; Information extraction,DESIGN,"Scope of work requirements (SOWRs) specify the contractual obligations for the contractor to fulfill. Managing the information is crucial to the success of a construction project. This process is, however, often challenging because requirements are typically voluminous and written in an unstructured paper-based format. The current state-of-the-art models are mostly applicable to quantitative constraints for use in automated code compliance checking of design features. This study proposes a novel natural language processing (NLP) framework capable of digitalizing nonquantitative natural language SOWRs outlined in construction contracts. The model includes a comprehensive set of semantic and syntactic rules of linguistic features for extracting contractual work information including actors, actions, objects, constraints, tasks, and obligation. The framework was evaluated on a large textual corpus of provisions of design-build highway contracts. The model yields an impressive precision and recall of more than 93% and 87%, respectively. The proposed system is expected to help the project planner quickly develop an electronic database of contractual work requirements, enabling significantly improved efficiency in project planning and verification.",,,,,,,,,,,,,,,,,,,,,,,,APR 1,2023,149,4,,,,,,,4023005,10.1061/JCEMD4.COENG-12528,0,,,,,,,,,,,,,,0
J,"Strogonov, V; Pollert, J",,,,"Strogonov, Vadim; Pollert, Jaroslav",,,Artificial intelligence-enhanced web application approach to data management in the WIDER UPTAKE project,JOURNAL OF HYDROINFORMATICS,,,,,,,,,,circular economy; data management; large language models; sustainable water management; water reuse; web application,,"The paper describes a web application developed for managing and presenting experiment data of the WIDER UPTAKE project funded by Horizon Europe. The project's goal is to promote water-smart and sustainable solutions among stakeholders in multiple countries. The application enhances data management and stakeholder engagement through the use of a third-party large language model. It integrates data from demonstration case studies with real-time sensor measurements and laboratory tests, into a comprehensive cloud-based platform. It facilitates data visualization, regulatory compliance checks, and risk assessments for chemical and microbial hazards. The application significantly aided in the coordination and communication of project findings among stakeholders. Key functionalities include interactive diagrams, risk assessment tools, and automated report generation using artificial intelligence (AI). The AI-generated reports, while maintaining confidentiality of data in most cases, provided clear and informative summaries of data compliance with regulatory standards. The web application extended stakeholder engagement, democratized access to complex data, and supported decision-making processes for implementing sustainable water management solutions. However, the development encountered significant challenges surrounding transparency, fairness, accountability, and privacy, which impedes the refinement and scalability of this approach for broader use. Future research should focus on overcoming these obstacles to ensure a more effective and ethical application.",,,,,,,,,,,,,,,,,,,,,,,,APR,2025,27,4,,,,,686,699,,10.2166/hydro.2025.248,0,,,,,,,,,,,,,,0
J,"Makisha, E",,,,"Makisha, Elena",,,Features of Regulation Document Translation into a Machine-Readable Format within the Verification of Building Information Models,CIVILENG,,,,,,,,,,BIM; design assessment; building codes; design guides; rule checking; logic rule,,"The transition to a design based on information modeling has paved the way for automated verification of project documentation. The most complicated type of design documentation check is the assessment of compliance with the requirements of regulatory documents since its automation requires the translation of statements written in natural language into a machine-readable format. At the same time, building codes and regulations should be suitable for translation into machine-readable form. However, a large number of provisions presented in regulatory documents cannot be subjected to automated verification due to their specific features. This study aimed to analyze the suitability of the regulatory provisions to be translated into a machine-readable format, identify limiting factors, and establish recommendations to avoid these factors. This study was conducted based on the example of the code of rules for Residential Apartment Buildings (SP 54.13330.2016) applied in the Russian Federation. During the research, a previously developed algorithm that generates rules for checking building information models and is based on the RuleML language was applied to the provisions of the standard above to identify statements that can and cannot be translated. As a result, 356 statements were received, which were divided into five groups: requirements suitable for translation into a machine-readable format, requirements containing links to other documents (regulatory and not only), requirements of uncertain interpretation, requirements that cannot be verified based on an information model, and informative requirements. For the first group of statements, there were examples given for both the statements and the rules derived from them. For the other four groups, examples of statements were supplied with factors preventing the translation of requirements into a machine-readable format and solutions on how to avoid these factors. An analysis of the distribution of statements (related to the above-mentioned groups) by sections of the standard showed that a significant part of the requirements is suitable for translation into a machine-readable format. The possible obstacles to translation can be overcome by attracting experts and using programming tools. The paper also makes recommendations on how to arrange new standard structures.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2023,4,2,,,,,373,390,,10.3390/civileng4020022,0,,,,,,,,,,,,,,0
C,"Kumar, A; Wang, LL",,,ACM,"Kumar, Anukriti; Wang, Lucy Lu",,,Uncovering the New Accessibility Crisis in Scholarly PDFs Publishing Model and Platform Changes Contribute to Declining Scholarly Document Accessibility in the Last Decade,"PROCEEDINGS OF THE 26TH INTERNATIONAL ACM SIGACCESS CONFERENCE ON COMPUTERS AND ACCESSIBILITY, ASSETS 2024",,,,,,,,,,,,"Most scholarly works are distributed online in PDF format, which can present signifcant accessibility challenges for blind and low-vision readers. To characterize the scope of this issue, we perform a large-scale analysis of 20K open- and closed-access scholarly PDFs published between 2014-2023 sampled across broad felds of study. We assess the accessibility compliance of these documents based on six criteria: Default Language, Appropriate Nesting, Tagged PDF, Table Headers, Tab Order, and Alt-Text; selected based on prior work and the SIGACCESS Guide for Accessible PDFs [34]. To ensure robustness, we corroborate our fndings through automated accessibility checking, manual evaluation of alt text, comparative assessments with an alternate accessibility checker, and manual assessments with screen readers. Our fndings reveal that less than 3.2% of tested PDFs satisfy all criteria, while a large majority (74.9%) fail to meet any criteria at all. Worse yet, we observe a concerning drop in PDF accessibility since 2019, largely among open access papers, suggesting that eforts to improve document accessibility have not taken hold and are on a backslide. While investigating factors contributing to this drop, we identify key associations between felds of study, creation platforms used, models of publishing, and PDF accessibility compliance, suggesting that publisher and author choices signifcantly infuence document accessibility. This paper highlights a new crisis in scholarly document accessibility and the need for a multi-faceted approach to address the problem, involving the development of better tools, enhanced author education, and systemic changes in academic publishing practices.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,10.1145/3663548.3675634,0,,,,,,,,,,,,,,0
J,"Doskaliuk, B; Zimba, O; Yessirkepov, M; Klishch, I; Yatsyshyn, R",,,,"Doskaliuk, Bohdana; Zimba, Olena; Yessirkepov, Marlen; Klishch, Iryna; Yatsyshyn, Roman",,,Artificial Intelligence in Peer Review: Enhancing Efficiency While Preserving Integrity,JOURNAL OF KOREAN MEDICAL SCIENCE,,,,,,,,,,Artificial Intelligence; Peer Review; Publishing; Ethics; Open Access Publishing,,"The rapid advancement of artificial intelligence (AI) has transformed various aspects of scientific research, including academic publishing and peer review. In recent years, AI tools such as large language models have demonstrated their capability to streamline numerous tasks traditionally handled by human editors and reviewers. These applications range from automated language and grammar checks to plagiarism detection, format compliance, and even preliminary assessment of research significance. While AI substantially benefits the efficiency and accuracy of academic processes, its integration raises critical ethical and methodological questions, particularly in peer review. AI lacks the subtle understanding of complex scientific content that human expertise provides, posing challenges in evaluating research novelty and significance. Additionally, there are risks associated with over-reliance on AI, potential biases in AI algorithms, and ethical concerns related to transparency, accountability, and data privacy. This review evaluates the perspectives within the scientific community on integrating AI in peer review and academic publishing. By exploring both AI's potential benefits and limitations, we aim to offer practical recommendations that ensure AI is used as a supportive tool, supporting but not replacing human expertise. Such guidelines are essential for preserving the integrity and quality of academic work while benefiting from AI's efficiencies in editorial processes.",,,,,,,,,,,,,,,,,,,,,,,,FEB 24,2025,40,7,,,,,,,e92,10.3346/jkms.2025.40.e92,0,,,,,,,,,,,,,,0
