Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Hildebrandt, C; Woodlief, T; Elbaum, S",,,IEEE,"Hildebrandt, Carl; Woodlief, Trey; Elbaum, Sebastian",,,ODD-diLLMma: Driving Automation System ODD Compliance Checking using LLMs,2024 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2024),IEEE International Conference on Intelligent Robots and Systems,,,,,,,,,,,"Although Driving Automation Systems (DASs) are rapidly becoming more advanced and ubiquitous, they are still confined to specific Operational Design Domains (ODDs) over which the system must be trained and validated. Yet, each DAS has a bespoke and often informally defined ODD, which makes it intractable to manually judge whether a dataset satisfies a DAS's ODD. This results in inadequate data leaking into the training and testing processes, weakening them, and causes large amounts of collected data to go unused given the inability to check their ODD compliance. This presents a dilemma: How do we cost-effectively determine if existing sensor data complies with a DAS's ODD? To address this challenge, we start by reviewing the ODD specifications of 10 commercial DASs to understand current practices in ODD documentation. Next, we present ODD-diLLMma, an automated method that leverages Large Language Models (LLMs) to analyze existing datasets with respect to the natural language specifications of ODDs. Our evaluation of ODD-diLLMma examines its utility in analyzing inputs from 3 real-world datasets. Our empirical findings show that ODD-diLLMma significantly enhances the efficiency of detecting ODD compliance, showing improvements of up to 147% over a human baseline. Further, our analysis highlights the strengths and limitations of employing LLMs to support ODD-diLLMma, underscoring their potential to effectively address the challenges of ODD compliance detection.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,13809,13816,,10.1109/IROS58592.2024.10801369,0,,,,,,,,,,,,,,0
C,"Jain, A; Rodriguez, D; del Alamo, JM; Sadeh, N",,,IEEE,"Jain, Akshath; Rodriguez, David; del Alamo, Jose M.; Sadeh, Norman",,,ATLAS: Automatically Detecting Discrepancies Between Privacy Policies and Privacy Labels,"2023 IEEE EUROPEAN SYMPOSIUM ON SECURITY AND PRIVACY WORKSHOPS, EUROS&PW",IEEE European Symposium on Security and Privacy Workshops,,,,,,,,,Natural Language Processing; Machine Learning; Transformers; Privacy Policies; Privacy Labels; iOS,,"Privacy policies are long, complex documents that end-users seldom read. Privacy labels aim to ameliorate these issues by providing succinct summaries of salient data practices. In December 2020, Apple began requiring that app developers submit privacy labels describing their apps' data practices. Yet, research suggests that app developers often struggle to do so. In this paper, we automatically identify possible discrepancies between mobile app privacy policies and their privacy labels. Such discrepancies could be indicators of potential privacy compliance issues. We introduce the Automated Privacy Label Analysis System (ATLAS). ATLAS includes three components: a pipeline to systematically retrieve iOS App Store listings and privacy policies; an ensemble-based classifier capable of predicting privacy labels from the text of privacy policies with 91.3% accuracy using state-of-the-art NLP techniques; and a discrepancy analysis mechanism that enables a largescale privacy analysis of the iOS App Store. Our system has enabled us to analyze 354,725 iOS apps. We find several interesting trends. For example, only 40.3% of apps in the App Store provide easily accessible privacy policies, and only 29.6% of apps provide both accessible privacy policies and privacy labels. Among apps that provide both, 88.0% have at least one possible discrepancy between the text of their privacy policy and their privacy label, which could be indicative of a potential compliance issue. We find that, on average, apps have 5.32 such potential compliance issues. We hope that ATLAS will help app developers, researchers, regulators, and mobile app stores alike. For example, app developers could use our classifier to check for discrepancies between their privacy policies and privacy labels, and regulators could use our system to help review apps at scale for potential compliance issues.",,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,94,107,,10.1109/EuroSPW59978.2023.00016,0,,,,,,,,,,,,,,0
J,"Sangaroonsilp, P; Choetkiertikul, M; Dam, HK; Ghose, A",,,,"Sangaroonsilp, Pattaraporn; Choetkiertikul, Morakot; Dam, Hoa Khanh; Ghose, Aditya",,,An empirical study of automated privacy requirements classification in issue reports,AUTOMATED SOFTWARE ENGINEERING,,,,,,,,,,Privacy; Issue reports; Issues classification; Machine learning; Natural language processing; Deep learning models; Privacy issues classification,,"The recent advent of data protection laws and regulations has emerged to protect privacy and personal information of individuals. As the cases of privacy breaches and vulnerabilities are rapidly increasing, people are aware and more concerned about their privacy. These bring a significant attention to software development teams to address privacy concerns in developing software applications. As today's software development adopts an agile, issue-driven approach, issues in an issue tracking system become a centralised pool that gathers new requirements, requests for modification and all the tasks of the software project. Hence, establishing an alignment between those issues and privacy requirements is an important step in developing privacy-aware software systems. This alignment also facilitates privacy compliance checking which may be required as an underlying part of regulations for organisations. However, manually establishing those alignments is labour intensive and time consuming. In this paper, we explore a wide range of machine learning and natural language processing techniques which can automatically classify privacy requirements in issue reports. We employ six popular techniques namely Bag-of-Words (BoW), N-gram Inverse Document Frequency (N-gram IDF), Term Frequency-Inverse Document Frequency (TF-IDF), Word2Vec, Convolutional Neural Network (CNN) and Bidirectional Encoder Representations from Transformers (BERT) to perform the classification on privacy-related issue reports in Google Chrome and Moodle projects. The evaluation showed that BoW, N-gram IDF, TF-IDF and Word2Vec techniques are suitable for classifying privacy requirements in those issue reports. In addition, N-gram IDF is the best performer in both projects.",,,,,,,,,,,,,,,,,,,,,,,,NOV,2023,30,2,,,,,,,20,10.1007/s10515-023-00387-9,0,,,,,,,,,,,,,,0
J,"ul Hassan, F; Le, T",,,,"ul Hassan, Fahad; Le, Tuyen",,,Ontology-Based Approach to Risk-Factor Identification to Support the Management of Provisions in Bridge Design,JOURNAL OF LEGAL AFFAIRS AND DISPUTE RESOLUTION IN ENGINEERING AND CONSTRUCTION,,,,,,,,,,Ontology; Text classification; Bridge design; Design codes; Requirements; Deep learning; Natural language processing; Text mining,INFRASTRUCTURE; CLASSIFICATION; LESSONS,"Requirement management is crucial in the design stage of infrastructure project delivery to ensure the designed facility satisfies the owner expectations and avoids any costly redesign, rework, and disputes. The requirements are primarily described in design codes and standards. The relevant requirements from codes are transformed into a set of in computer-readable rules required for computer-aided design and compliance verification. Prior to the construction of rules, the requirements in codes must be converted into an organized, structured format in terms of risks to support easy retrieval of the relevant applicable requirements. However, the unavailability of risk information in the requirement text makes it challenging for a designer to extract the relevant requirements of specific risks to support design tasks, including compliance checking. The manual process of requirement classification according to risk factors is time-consuming, laborious, and error-prone because the codes are mostly voluminous, including thousands of specifications. Much less attention has been paid to develop an automated framework to organize the requirements in terms of risks addressed in them. To address this need, this study has attempted to develop an ontology-based framework to identify relevant risk factors addressed in bridge design requirements to support requirement management. The nine risk factors of bridge engineering used in this study included flood, earthquake, fire, snowfall, wind, temperature, overloading, vessel collision, and blast loading. A risk ontology was developed to represent the conceptualized semantic knowledge associated with each of the nine risk factors. The algorithm was validated on a human-annotated requirement dataset based on the AASHTO bridge design specifications and state design manuals. The developed model yielded a Spearman, Kendall tau, and Pearson correlation coefficient of 0.7223, 0.6021, and 0.7222, respectively. The proposed model is expected to improve specifications retrieval for rules construction, thereby enabling ease of requirement classification for the design process.",,,,,,,,,,,,,,,,,,,,,,,,FEB 1,2023,15,1,,,,,,,4522031,10.1061/(ASCE)LA.1943-4170.0000574,0,,,,,,,,,,,,,,0
J,"Patlakas, P; Christovasilis, I; Riparbelli, L; Cheung, FK; Vakaj, E",,,,"Patlakas, Panagiotis; Christovasilis, Ioannis; Riparbelli, Lorenzo; Cheung, Franco K. T.; Vakaj, Edlira",,,Semantic web-based automated compliance checking with integration of Finite Element analysis,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Automatic Compliance Checking; Web Ontology Language (OWL); Industry Foundation Classes (IFC); Semantic Web; Finite Element Analysis (FEA),MODEL,"Automatic Compliance Checking (ACC) is a promising response to the challenges involved in meeting building and planning regulations, and increasingly utilised by researchers in the context of Building Information Modelling (BIM) and the Industry Foundation Classes (IFC). However, engineers often use computational methods, such as Finite Element Analysis (FEA), to solve challenging engineering problems. Such methods have received little attention in the context of ACC and BIM. The work presented here proposes a holistic approach, integrating FEA in the IFC schema, and utilising a Semantic Web-based system for ACC. A top-level ontology, the Building Compliance Ontology (BCO) is proposed, with the aim of covering all aspects of compliance in the Built Environment. One novelty of BCO is that it revolves around modelling statements in the building regulations, as opposed to the more common approach of modelling building components. In order to evaluate the effectiveness and applicability of this process, a real-world problem is used: the compliance to the structural engineering design codes of the structural members of a modular steel structure. An open-source solver is utilised for the FEA, and the IFC model is enriched with its results, using an open-source middleware for the Input/Output. BCO is extended to the field of structural engineering, and appropriate ACC classes and SHACL checks are implemented. Compliance is checked automatically by running SHACL scripts in a Semantic Web environment.",,,,,,,,,,,,,,,,,,,,,,,,AUG,2024,61,,,,,,,,102448,10.1016/j.aei.2024.102448,0,,MAR 2024,,,,,,,,,,,,0
J,"Goh, W; Jang, J; Park, SI; Choi, BH; Lim, H; Zi, G",,,,"Goh, Wonhui; Jang, Jaeguk; Park, Sang I.; Choi, Bong-Hyuck; Lim, Heuiseok; Zi, Goangseup",,,Automated Compliance Checking System for Structural Design Codes in a BIM Environment,KSCE JOURNAL OF CIVIL ENGINEERING,,,,,,,,,,Automated compliance checking (ACC); Structural calculations; Building information modeling (BIM); open BIM format; Industry foundation classes (IFC),KNOWLEDGE; INDUSTRY; MODEL; OWL,"This study proposes a framework for developing an automated compliance checking (ACC) system that supports the verification of structural calculations in openBIM format. The framework consists of four main aspects: 1) classification of design codes depending on structural components and limit states to be checked; 2) preparation of a structural model according to Industry Foundation Classes; 3) interpretation of conditions in design codes into a machine-readable rule language; and 4) design of an ACC system, with a focus on the rule flow in the structural design code. The framework was demonstrated through a detailed example of an ACC system using ifcOWL, SWQRL, and the Drools inference engine. The ACC system was developed to check the strength and serviceability of a prestressed concrete girder bridge and its components. The developed ACC system verified the actual design example. The proposed framework can help develop ACC systems in structural engineering and can be customized to meet user requirements and accommodate various data sources and design codes.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,28,10,,,,,4175,4189,,10.1007/s12205-024-1121-5,0,,AUG 2024,,,,,,,,,,,,0
J,"Madireddy, S; Gao, L; Din, ZU; Kim, K; Senouci, A; Han, Z; Zhang, YP",,,,"Madireddy, Soumya; Gao, Lu; Din, Zia Ud; Kim, Kinam; Senouci, Ahmed; Han, Zhe; Zhang, Yunpeng",,,Large Language Model-Driven Code Compliance Checking in Building Information Modeling,ELECTRONICS,,,,,,,,,,BIM; semi-automated compliance checking; code compliance checking; AI; LLM,,"This research addresses the time-consuming and error-prone nature of manual code compliance checking in Building Information Modeling (BIM) by introducing a Large Language Model (LLM)-driven approach to semi-automate this critical process. The developed system integrates LLMs such as ChatGPT, Claude, Gemini, and Llama, with Revit software to interpret building codes, generate Python scripts, and perform semi-automated compliance checks within the BIM environment. Case studies on a single-family residential project and an office building project demonstrated the system's ability to reduce the time and effort required for compliance checks while improving accuracy. It streamlined the identification of violations, such as non-compliant room dimensions, material usage, and object placements, by automatically assessing relationships and generating actionable reports. Compared to manual methods, the system eliminated repetitive tasks, simplified complex regulations, and ensured reliable adherence to standards. By offering a comprehensive, adaptable, and cost-effective solution, this proposed approach offers a promising advancement in BIM-based compliance checking, with potential applications across diverse regulatory documents in construction projects.",,,,,,,,,,,,,,,,,,,,,,,,MAY 24,2025,14,11,,,,,,,2146,10.3390/electronics14112146,0,,,,,,,,,,,,,,0
J,"Zhu, SM; Zhou, JL; Cheng, L; Fu, XH; Wang, Y; Dai, KX",,,,"Zhu, Simiao; Zhou, Jianliang; Cheng, Lei; Fu, Xuehai; Wang, Yan; Dai, Kexin",,,Research on a BIM Model Quality Compliance Checking Method Based on a Knowledge Graph,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,,,,,,,,,,Knowledge graph; Building information model; Automated checking; Rule base; C#; Revit secondary development,SEMANTIC APPROACH; FRAMEWORK; SYSTEM,"With the development of information technology, building information modeling (BIM) is becoming widely used in the construction industry. It is very important to ensure the quality and compliance of BIM models. To solve the problem of time-consuming and laborious traditional checking methods and the limitation that existing software hard coding cannot adapt to rule changes, this paper proposes a BIM model quality compliance checking method based on knowledge graph that can quickly check BIM models through automated checking and ensure the modeling quality of BIM models. Firstly, knowledge extraction for BIM modeling standards and delivery standards is carried out based on knowledge graph technology to structurally represent text. Then, Revit secondary development technology and the C# programming language are adopted to develop a BIM model quality compliance checking system based on the knowledge graph analysis results and the structured query language (SQL) built-in rule knowledge base. Based on the knowledge base, the BIM model is automatically checked for quality compliance, and the naming, material, parameters, and rationality of each professional component are checked. Next, it is checked whether it conforms to the standard. Finally, the model modification plan is provided by checking the problem components and noncompliance details. The case application results show that the BIM model quality compliance checking system developed based on knowledge graph technology can identify defects or errors that do not meet the standards in the model, verify the feasibility and practicability of the system, and provide a new method for BIM designers to modify and improve the model.",,,,,,,,,,,,,,,,,,,,,,,,JAN 1,2025,39,1,,,,,,,4024049,10.1061/JCCEE5.CPENG-5950,0,,,,,,,,,,,,,,0
J,"Ismail, AS; Ali, KN; Iahad, NA; Kassem, MA; Al-Ashwal, NT",,,,"Ismail, Aimi Sara; Ali, Kherun Nita; Iahad, Noorminshah A.; Kassem, Mukhtar A.; Al-Ashwal, Najib Taher",,,BIM-Based Automated Code Compliance Checking System in Malaysian Fire Safety Regulations: A User-Friendly Approach,BUILDINGS,,,,,,,,,,building information modelling; compliance checking; semantics; knowledge representation; visual programming language,BUILDING CODES; KNOWLEDGE; MODEL; INFRASTRUCTURE; REPRESENTATION,"Developing automated code compliance checking systems is becoming increasingly complex-to the extent of challenging the implementation of these systems. This paper addresses the need to develop an automated system that prioritises user accessibility. Accordingly, the study aims to develop a system through a semi-automated rule translation process and the utilisation of BIM models in native file format. A total of 256 fire safety clauses in Malaysian regulations were translated through logic-based approaches (classification technique, decomposition through semantic mark-up method, and interview method), which further assisted in identifying the necessary BIM properties. A visual programming language was then utilised to demonstrate the proof-of-concept prototype. The classification technique and semantic mark-up method were established and structured in this study by developing a framework and flowchart to provide specific guidelines for formalizing the clauses. The semi-automated translation process encouraged the participation of relevant regulatory experts and provided more user accessibility compared to existing studies. This study also offered more practicality for designers to employ the system by utilizing native BIM model data representation. High mean scores ranging from 4.09 to 4.96 were obtained for the validation process, which affirmed the feasibility of the BIM-based Automated System for Malaysian Code Compliance Checking (BIMSMACC) to assist designers.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2023,13,6,,,,,,,1404,10.3390/buildings13061404,0,,,,,,,,,,,,,,0
J,"Lee, JK; Cho, KYHY; Choi, H; Choi, S; Kim, S; Cha, SH",,,,"Lee, Jin-Kook; Cho, Kyunghyun; Choi, Hyeokjin; Choi, Soohyung; Kim, Sumin; Cha, Seung Hyun",,,High-level implementable methods for automated building code compliance checking,DEVELOPMENTS IN THE BUILT ENVIRONMENT,,,,,,,,,,High-level method; Implementable method; Automated building code compliance checking; Building permit; Building information modeling (BIM),DATA EXCHANGE; SEMANTIC APPROACH; RULE CHECKING; INFORMATION; BIM; MODEL; FRAMEWORK; LANGUAGE; DESIGN; LOGIC,"This paper presents an approach for defining high-level implementable methods to improve their low-level rulechecking procedures. This is part of an effort to develop challenging building information modeling (BIM)enabled applications for building permits through automated code compliance checking. The main approach described here aims to alleviate the time-consuming and error-prone tasks of translating natural language into explicitly defined rules. An explicit expression of design requirements is key to building projects involving collaboration between architects, code experts, and developers. To maximize the generalization, neutralization, and reusability of the given rules in natural (written) language, we propose a series of high-level implementable computer programming methods (operators); these can be beneficial for translating verb phrases in building act sentences with minimal ambiguity as well as representing the peculiar properties of building objects without conflicts. Lastly, we demonstrate its application in code compliance checking by employing KBimCode and the developed rule-checking software.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,15,,,,,,,,100174,10.1016/j.dibe.2023.100174,0,,MAY 2023,,,,,,,,,,,,0
J,"Karmakar, A; Kumar, VS",,,,"Karmakar, Ankan; Kumar, Venkata Santosh",,,Semantic BIM enrichment using a hybrid ML and rule-based framework for automated tenement compliance checking,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building information modeling; Semantic enrichment; Machine learning; Industry foundation classes; Automated code compliance checking,MODELS,"Semantic enrichment enhances BIM models by extracting structured information, improving their applicability for Automated Code Compliance Checking. Rule-based methods rely on well-defined conditions but struggle with tasks like space classification, where explicit checking rules are unavailable. Meanwhile, ML-based classification introduces adaptability but faces liability challenges due to misclassifications. This paper proposes a hybrid framework integrating ML for space classification and rule-based inferencing for tenement identification. The approach ensures that ML automates preprocessing, improving classification through meticulous feature engineering, while rule-based reasoning guarantees logical consistency during verification. Validated using realworld datasets from residential projects in Mumbai, India as a case, the ML-based space classification component achieves an F1-score of 0.85 and accuracy of 0.86, demonstrating its effectiveness. The deterministic tenement identification process delivers error-free results for various dwelling configurations, making it highly suitable for verification workflows. This study advances scalable BIM-based compliance systems by refining semantic enrichment methodologies for future applications.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2025,177,,,,,,,,106369,10.1016/j.autcon.2025.106369,0,,,,,,,,,,,,,,0
J,"Abdelalim, AM; Elbeltagi, EE; Abdelgawad, M",,,,"Abdelalim, Ahmed Mohammed; Elbeltagi, Emad E.; Abdelgawad, Mohamed",,,Automated detection of building rules compliance using building information modelling,INTERNATIONAL JOURNAL OF APPLIED MANAGEMENT SCIENCE,,,,,,,,,,BIM; building information modelling; ACCCS; automated code compliance checking system; SMART-codes; SMC; Solibri model checker; EDM; express data manager model checker; the Unified Egyptian Building Law (No119/Year 2008); building permits,CODE COMPLIANCE CHECKING; BIM,"Issuance of buildings' permits prior to construction is vital process which requires the design drawings to abide by the governing regulations. There is an increasing demand for maintaining the compliance process with accuracy, quality and timeliness. The responsibility is majorly done by governmental authorities manually in many countries worldwide, having human errors, as well as wasting time and efforts. This paper presents an automated compliance checking model for residential buildings using building information modelling (BIM). The proposed model is carried out through interpretation of the building rules, rules-set creation, and the process of classifying architectural elements. Eventually, a compliance report is issued, whether pass or fail, in addition to identifying the non-compliance elements. A case study based on the Egyptian Construction Legislation was presented, 110 face-to-face interviews were conducted with experts to validate the model applicability. Results showed the model has positive impact and fade away the disadvantages of manual checking.",,,,,,,,,,,,,,,,,,,,,,,,,2024,16,2,,,,,,,,10.1504/IJAMS.2024.138650,0,,,,,,,,,,,,,,0
J,"Liu, H; Gao, G; Zhang, HH; Liu, YS; Song, Y; Gu, M",,,,"Liu, Han; Gao, Ge; Zhang, Hehua; Liu, Yu-Shen; Song, Yan; Gu, Ming",,,MVDLite: A fast validation algorithm for Model View Definition rules,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Model View Definition (MVD); Industry Fundamental Classes (IFC); Building Information Model (BIM); Automated compliance checking,,"Model View Definition (MVD) is the mainstream method for formally representing the knowledge about the data exchange of building information models (BIMs). The MVD ruleset can be used in automatically validating the compliance of the BIM data against the exchange requirements and rule constraints. At present, MVD validation is performed with the matching-checkingprocess according to the data structure templates and the rule statements respectively. However, there are redundant visit of edges and nodes in a process with separated subgraph matching and value checking, and the efficiency of MVD validation on large real-world models is still a challenge. In this paper, the MVDLite algorithm is proposed for the fast validation of MVD rules. By integrating the separated templates and statements into a rule-chainstructure, a fast round-trip searching can be performed, which remarkably speeds up the MVD validation in the experiments. Discussions on the complexity of the MVD validation algorithms and the applicable scope of the proposed algorithm are also provided, which intends to bring some new ideas to the community about the future evolution of the MVD technology.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,58,,,,,,,,102132,10.1016/j.aei.2023.102132,0,,AUG 2023,,,,,,,,,,,,0
J,"Tao, XY; Wu, ZJ; Xu, YQ; Zheng, CL; Fang, YH; Das, M; Liu, H; Gong, XB; Cheng, JCP",,,,"Tao, Xingyu; Wu, Zhaoji; Xu, Yuqing; Zheng, Chengliang; Fang, Yihai; Das, Moumita; Liu, Hao; Gong, Xingbo; Cheng, Jack C. P.",,,Smarter smart contracts for automatic BIM metadata compliance checking in blockchain-enabled common data environment,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,BIM; Knowledge Graph; Common data environment (CDE); Blockchain; Smart Contract; ISO 19650 standards,,"Blockchain technology is gaining increasing attention in BIM -based collaboration to enhance BIM security (e.g., traceability, integrity, and immutability). Due to the block size limitation, most existing BIM-blockchain interactions focus on recording BIM metadata (or attributes) on the blockchain. However, verifying the correctness or compliance of the input metadata is often overlooked, resulting in the sharing of incorrect versions, disputes over data ownership, and corrupted documents. Two research gaps have been identified: (1) a lack of domain knowledge for metadata compliance checking in BIM collaborative design and (2) an absence of methods to perform compliance checking when interacting with blockchain. Therefore, this paper proposes a blockchainenabled common data environment (BECDE) framework that leverages a knowledge graph (KG) and smart contract technology. This framework makes three contributions to the body of knowledge: (1) It explores the mechanism of integrating KG with smart contracts and the CDE workflow to enable compliance checking in a distributed blockchain environment. Within this framework, two essential technical elements -compliance checking rules (CCRs) and smarter  smart contracts (SSCs) -are identified. (2) It establishes the KG of the ISO 19650 standards to generate CCRs and develops Semantic Web Rule Language (SWRL) algorithms to convert the natural -language -based CCRs into blockchain-readable rules. (3) It develops SSC algorithms by incorporating CCRs to automate checking BIM metadata compliance before appending them to the blockchain. The BECDE framework is validated in three actual project BIM design scenarios, with results showing that (1) the SSCs outperform existing BIM smart contracts by improving the quality of input data within the blockchain and (2) the computing performances of the SSCs -with latency at the millisecond level and throughput around 250 transactions per second -meet the requirements of BIM -based collaboration. By integrating domain knowledge into a blockchain, the BECDE framework facilitates a trustworthy BIM environment where project members can rely on both data security and quality.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,62,,A,,,,,,102627,10.1016/j.aei.2024.102627,0,,JUN 2024,,,,,,,,,,,,0
J,"Wu, JB; Nousias, S; Borrmann, A",,,,"Wu, Jiabin; Nousias, Stavros; Borrmann, Andre",,,Design Healing framework for automated code compliance,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building information modeling (BIM); Automated compliance checking (ACC); Design space exploration (DSE); Sensitivity analysis (SA); Graph theory,SENSITIVITY-ANALYSIS; CONSTRUCTION; OPTIMIZATION; VARIABLES; CHECKING; MODELS; SYSTEM; CAD; BIM,"Automated Compliance Checking (ACC) techniques have advanced significantly, enabling designers to evaluate building designs against codes. However, architectural engineers have to improve the design by manually implementing the ACC results, which is laborious, iterative, and requires domain expertise. To address this challenge, this paper introduces a Design Healing framework that adapts the original design into code-compliant alternatives. By integrating design data and ACC results, the framework identifies critical non-compliant components through a graph-based topological algorithm and sensitivity analysis. A prior knowledge-informed design space exploration is conducted to find valid alternatives and quantify modifications using weighted Euclidean distances, allowing designers to select options closely aligned with the initial design. Multi-scenario experiments demonstrate the framework's effectiveness in resolving architectural spatial design violations. By automating post-checking design adaptation, the framework reduces manual revisions and provides an efficient tool for achieving compliance while accommodating varying design constraints. This paper establishes a basis for advancing designer-centered automated design correction methods based on ACC techniques.",,,,,,,,,,,,,,,,,,,,,,,,MAR,2025,171,,,,,,,,106004,10.1016/j.autcon.2025.106004,0,,JAN 2025,,,,,,,,,,,,0
J,"Aslam, B; Umar, T",,,,"Aslam, Bilal; Umar, Tariq",,,Automated code compliance checking through building information modelling,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,,,,,,,,,,building information modelling (BIM); developing countries; United Nations Sustainable Development Goals,BIM; CONSTRUCTION; IMPLEMENTATION; SYSTEM,"The design, construction and handing over of building projects need to comply with the rules set by the local authorities. However, manual assessment of the drawings and plans against variable and complex sets of rules is quite cumbersome, inconsistent, expensive and prone to human error, resulting in huge delays in construction projects. The aim of this research was thus to develop an automated code compliance (ACC) checking process using building information modelling (BIM). The drawbacks of manual code compliance were assessed through a review of the existing system. These were confirmed by 15 interviews with officials of the Capital Development Authority (CDA) in Pakistan. Feedback on the newly developed ACC system with BIM integration was sought through 30 interviews with customers and CDA employees. While the new programme of the code compliance reduced the time involved from 1 week to 6 h, customers were concerned about the additional expense of engaging an architect to develop a complete set of BIM models. ACC and BIM integration in local municipalities should raise the profile of Pakistan in industry innovations and pave the way to meeting several United Nations Sustainable Development Goals.",,,,,,,,,,,,,,,,,,,,,,,,JUL 12,2023,177,9,,,,,822,837,,10.1680/jstbu.22.00214,0,,AUG 2023,,,,,,,,,,,,0
J,"Beach, T; Yeung, JAT; Nisbet, N; Rezgui, Y",,,,"Beach, Thomas; Yeung, Jonathan; Nisbet, Nicholas; Rezgui, Yacine",,,Digital approaches to construction compliance checking: Validating the suitability of an ecosystem approach to compliance checking,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Automation compliance checking; Digitisation; Building permitting,CODE COMPLIANCE CHECKING; BIM; SYSTEM,"The lifecycle of the built environment is governed by complex regulations, requirements and standards. Ensuring compliance against these requirements is a complicated process, affecting the entire supply chain and often incurring significant costs, delay and uncertainty. Many of the processes, and elements within these processes, are formalised and supported by varying levels of digitisation and automation. This ranges from energy simulation, geometric checking, to building information modelling based checking. However, there are currently no unifying standards or integrating technology to tie regulatory efforts together to enable the widespread adoption of automated compliance processes. This has left many current technical approaches, while advanced and robust, isolated. However, the increasing maturity of asset datasets/information models, means that integration of data/tools is now feasible. This paper will propose and validate a new approach of solving the problem of automated compliance checking through the use of an ecosystem of compliance checking services. This work has identified a clear research gap. How automated compliance checking in the construction sector can move beyond sole reliance on BIM data, and tightly coupled integration with software tools, to provide an extensible enough system to integrate the current isolated software elements currently used within compliance checking processes. To test this approach, an architecture for an ecosystem of compliance services will be specified. To validate this architecture, a prototype version will be developed and validated against requirements derived from the weaknesses of current approaches. This validation has found that a distributed ecosystem can perform accurately and successfully, whilst providing advantages in terms of scalability and extensibility. This approach provides a route to the increased adoption of automated compliance checking, overcoming the issues of relying on one computer system/application to perform all aspects of this process.",,,,,,,,,,,,,,,,,,,,,,,,JAN,2024,59,,,,,,,,102288,10.1016/j.aei.2023.102288,0,,NOV 2023,,,,,,,,,,,,0
J,"de Marco, G; Slongo, C; Siegele, D",,,,"de Marco, Giancarlo; Slongo, Cinzia; Siegele, Dietmar",,,Enriching Building Information Modeling Models through Information Delivery Specification,BUILDINGS,,,,,,,,,,information delivery specification; building information modeling; information requirement; industry foundation classes; automated compliance checking,BIM; REQUIREMENTS; CHECKING,"The efficient acquisition and dissemination of information are crucial in building information modeling (BIM). Current BIM models face significant challenges, including inadequate modeling techniques, poorly defined information requirements, and low interoperability. These issues result in poor information quality and complicate the transition from information acquisition to model processing. Public authorities often provide documentation in various formats, requiring manual transfer to software, which is error-prone and burdensome. This process is particularly difficult for small and medium enterprises lacking resources and knowledge. To address these issues, the IDS (Information Delivery Specification) Collab Tool is under development. This tool aims to automate the import of requirements into authoring software, perform automated compliance checks, and enhance interoperability among stakeholders. It will assist designers in providing accurate information according to requirements through the IDS standard, improving model quality and efficiency from early design stages. Adapting BIM models to specific project requirements and aligning new IDS capabilities with traditional industry practices remain significant challenges. Preliminary evaluations indicate the tool's potential to significantly improve workflow efficiency and compliance in BIM modeling. However, broader awareness and adoption of the IDS standard are needed. Further research and refinement are essential to fully realize the benefits of digital tools in revolutionizing design and construction practices.",,,,,,,,,,,,,,,,,,,,,,,,JUL,2024,14,7,,,,,,,2206,10.3390/buildings14072206,0,,,,,,,,,,,,,,0
