"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract","Author Keywords","Index Keywords"
"Paskoff C.; Boton C.; Blanchet P.","Paskoff, Chloé (58411939400); Boton, Conrad (37017251600); Blanchet, Pierre (7102260600)","58411939400; 37017251600; 7102260600","Comparative Analyses of Four BIM-Based Compliance Checking Tools","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214142513&doi=10.1007%2f978-3-031-61503-0_34&partnerID=40&md5=3c93838b4e1f3f766678c6e14d73184f","In much of the world, digital tools are already being used in industry for the everyday process of work, leading to better productivity and quality. But, according to recent studies, the architecture engineering and construction industry is lagging behind in this move to digital processes. Very few construction operations have been automated, and productivity in the construction industry is still low in 2022. However, several digital approaches and tools have been developed for the construction industry in the last few decades. Among them, the building information modeling (BIM) approach has the potential to significantly improve processes in the construction industry. BIM uses a multidimensional digital mock-up to document and simulate the design, construction, and operation of a built asset. Automatic code compliance checking is one of the many proposed BIM uses. It is defined as “a process in which code validation software is used to check the model parameters against project-specific codes.” While several software systems have been proposed, the existing tools are not yet commonly used and it is still difficult for end users to select the one most suited to their needs. As observed, there is a lack of studies comparing and assessing the verification tools available in today's software market. We aim to compare the four main commercially available digital verification tools. Two comparisons were conducted. In the first one, each tool was reviewed according to some desired functionalities based on criteria summarized in three categories: features, interoperability, and usability. In the second one, we studied the whole rule-checking process in detail. The results suggest that Navisworks offers interesting functionalities for reviewing collision issues and to inspect the inner view of a mock-up (walk-through). Due to its large rule library, Solibri Model Checker is well suited to assess a global mockup; nevertheless, it may be limited because its rule customization is restricted. On the contrary, both visual programming tools—Dynamo and Grasshopper—offer a broad possibility for rule checking due to the customization available to create their own rules, but there is a long learning code to master coding in visual programming. © Canadian Society for Civil Engineering 2024.","Building information modeling; Code compliance checking; Comparative analysis; Digital mockup; Rule checking","Building Information Model; Project management; Building Information Modelling; Code compliance; Code compliance checking; Comparative analyzes; Compliance checking; Digital Mock-up; Model use; Rule checking; Verification tools; Visual programming; Mockups"
"Xue X.; Wu J.; Zhang J.","Xue, Xiaorui (57218159108); Wu, Jin (57202516292); Zhang, Jiansong (55358453700)","57218159108; 57202516292; 55358453700","Semiautomated Generation of Logic Rules for Tabular Information in Building Codes to Support Automated Code Compliance Checking","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118706742&doi=10.1061%2f%28ASCE%29CP.1943-5487.0001000&partnerID=40&md5=85ec30c927dd77442e948f09b942fd3c","To fully automate building code compliance checking, regulatory requirements need to be automatically extracted and transformed from building codes. Existing regulatory requirement processing efforts mainly focus on building code requirements in text. A more efficient approach for processing regulatory requirements in other parts of building codes, such as tables or charts, remains to be addressed. The ability to process building code requirements in all parts and formats is necessary for an automated code compliance checking system to achieve full coverage of checkable building code requirements. To address this gap, the authors propose a semiautomated information extraction and transformation method. The proposed method can extract building code requirements in tables and convert extracted information to logic rules. Automated code compliance checking systems can utilize the logic rules. The proposed method includes two main steps: (1) tabular information extraction, and (2) rule generation. The tabular information extraction semiautomatically detects the layout of tables, extracts building code requirements from tables, and transforms extracted information to databases. The rule generation step automatically generates logic rules that can be directly executed by logic reasoners. The rule generation step also provides options for users to further refine the generated rules. The development of the tabular information extraction algorithm takes an iterative approach. An experiment was conducted to develop a tabular information extraction algorithm from a section of existing code. The primary version of the algorithm correctly processed 91.67% of tables in a second sample section. After iterative refinements, the updated tabular information extraction algorithm correctly processed all tables in this section. The rule generation algorithm correctly generated logic rules that successfully represented the applicable building code requirements for a testing building, a convenience store in Texas based on the tabular information.  © 2021 American Society of Civil Engineers.","","Artificial intelligence; Automation; Codes (symbols); Compliance control; Computer circuits; Information retrieval; Automated code; Building Code Compliance Checking; Code compliance; Code requirements; Compliance checking; In-buildings; Logic rules; Process building; Regulatory requirements; Rule generation; Iterative methods"
"Khattra S.K.; Singh J.; Rai H.S.","Khattra, Satinder Kaur (57218794225); Singh, Jagbir (57213875596); Rai, Hardeep Singh (56236850700)","57218794225; 57213875596; 56236850700","A Statistical Review to Study the Structural Stability of Buildings Using Building Information Modelling","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118558239&doi=10.1007%2fs11831-021-09677-5&partnerID=40&md5=571de6efefa147b64e84a4e80a959795","Building Information Modelling is the revolution in the AEC industry. In the Architectural, Engineering, and Construction (AEC) industry, numerous interesting innovations are being introduced. The various technologies like Virtual Reality and Augmented Reality with BIM various researchers are doing their experiment to link these technologies. This paper reviews the Building Information Modelling for checking the building codes and it explicates the automatic building code compliance method. Design automation is the important process that catches the attention of many researchers and experts of the AEC industry and the initiation of code compliance in BIM is one of the essential factors for its accomplishment. This review also explains this Industry Foundation Classes and its importance of IFC in Building Information Modelling. In the BIM industry, Industry Foundation Classes is a major advancement it improves the collaboration among various BIM software, improves code testing system and it improves the data exchange methods. Reside in a structured surrounding built by some rules and regulations to safeguard life and safety. The builders ensure that the necessary design tests have been passed for all aspects of their proposed construction design. The design is approved after the modifications and mandatory revisions. The monotonous task is checking to build code rules, verifying the code compliance based on the country’s building code design, and carrying out possible faults in design, and then making the required reconsiderations. The unwanted problems can be eliminated by the automated building code compliance system. This goal can be achieved by compiling the BIM model with a coding rule base engine that can save a particular country’s design code with its clauses. © 2021, CIMNE, Barcelona, Spain.","","Augmented reality; Codes (symbols); Compliance control; Computer aided design; Electronic data interchange; Software testing; Stability; Virtual reality; Architectural construction; Architectural engineering; Automatic buildings; Building Information Modelling; Code compliance; Compliance method; Design automations; Statistical reviews; Structural stabilities; Various technologies; Architectural design"
"Anim J.; Robaldo L.; Wyner A.Z.","Anim, Joseph (59185011600); Robaldo, Livio (15045771000); Wyner, Adam Z. (7006211789)","59185011600; 15045771000; 7006211789","A SHACL-Based Approach for Enhancing Automated Compliance Checking with RDF Data","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213442128&doi=10.3390%2finfo15120759&partnerID=40&md5=a3233c017cc61c0e53b8f1da20b57603","Automated Compliance Checking (ACC) has emerged as a critical tool for enforcing legal regulations across various domains. This paper contributes to ongoing research in Semantic Web technologies, particularly focusing on the execution of SHACL-SPARQL rules on RDF data. The RDF, being one of the most widely used knowledge representation (KR) formats, serves as the foundation of our approach, ensuring compatibility with existing standards and enhancing interoperability. Our research enhances the aggregate and temporal aspects of ACC by addressing the limitations of traditional ACC methodologies, which often fall short in managing the nuanced temporal and aggregate requirements essential for legal reasoning. Through a case study analysis of selected regulations with aggregate and temporal facets in LI 2204, which regulates local content and participation in Ghana’s upstream petroleum industry, this paper demonstrates the effectiveness of the proposed solution in achieving these dimensions of ACC. The findings underscore the potential of Semantic Web technologies to transform ACC practices by moving towards standardized, interoperable solutions. All source codes are freely available online together with instructions to locally reproduce the simulations. © 2024 by the authors.","automated compliance checking; legal tech; RDF and SHACL","Knowledge representation; Automated compliance checking; Case study analysis; Knowledge-representation; Legal reasoning; Legal regulation; Legal tech; RDF and SHACL; RDF data; Semantic Web technology; Temporal aspects; Petroleum industry"
"Yang F.; Zhang J.","Yang, Fan (57646350700); Zhang, Jiansong (55358453700)","57646350700; 55358453700","Prompt-based automation of building code information transformation for compliance checking","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206103669&doi=10.1016%2fj.autcon.2024.105817&partnerID=40&md5=7136290bed1dc29d51fb35e56e15984c","Transforming building code information into a machine-processable format is essential for automated compliance checking, yet it presents significant challenges. A prompt-based framework was developed to automate the conversion into a logic programming language. Its effectiveness was assessed by testing the framework on 51 requirements from the International Building Code (IBC) 2015, achieving 97.37 % precision and 95.88 % recall at the logic clause level, with only 2 % of the data used for training. Further testing on crash report transformation enhanced efficiency, reducing the average code generation time to approximately 60.8 s, thereby achieving a 27.8 % time savings compared to existing rule-based methods. This paper contributes to the body of knowledge by introducing an effective, versatile, and user-friendly approach to automated building code information transformation, markedly decreasing the reliance on training data, time, and manual efforts. © 2024","Automated compliance checking; Building code; Information transformation; Large language models (LLMs); Natural language processing; Prompt engineering","Building codes; Metadata; Automated compliance checking; Compliance checking; Information transformations; Language model; Language processing; Large language model; Natural language processing; Natural languages; Processable; Prompt engineering; Natural language processing systems"
"Nama E.A.; Alalawi A.","Nama, Entesar Al (58139241300); Alalawi, Adel (12759581600)","58139241300; 12759581600","The Adoption of Automated Building Code Compliance Checking Systems in the Architecture, Engineering, and Construction Industry","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149904406&doi=10.1109%2fCyMaEn57228.2023.10050930&partnerID=40&md5=b3e224c1d1844aab145e821bf63980c7","Most Automated Compliance Checking (ACC) systems for building codes currently in use cannot fully translate building-code requirements into forms that can be processed by computers, especially when such requirements have complex semantic and syntactic structure hierarchies. Modern information extraction and transformation rules-based ACC approaches, capable of handling complicated requirements, are rigid when used with various regulatory documents. To assist the ACC systems' downstream responsibilities, like information matching and compliance reasoning, a flexible approach to automatically processing and interpreting requirements must therefore be developed. This study is based on previous relevant research and, despite being integrated based on the authors' knowledge from various based on disciplines, draws on previous research. Within the scope of this study, we looked into the history of issuing Building Permits (BPs) and the required process, technology, and rules to get the ball rolling on automating the process of checking compliance with building codes. Finally, based on the findings of the research, we defined the required steps to start automating the building code compliance checking system in the Kingdom of Bahrain. © 2023 IEEE.","AEC; automation of compliance checking; BIM-based code compliance; digital building permit; ifcOWL ontology; Kingdom of Bahrain.","Architectural design; Automation; Compliance control; Regulatory compliance; Semantics; Syntactics; AEC; Automation of compliance checking; BIM-based code compliance; Building permits; Code compliance; Compliance checking; Digital building permit; Ifcowl ontology; Kingdom of Bahrain; Kingdom of bahrain.; Ontology's; Construction industry"
"Eid A.S.; Aboulnaga M.M.; Mahmoud A.H.","Eid, A.S. (57206664329); Aboulnaga, M.M. (6603257280); Mahmoud, A.H. (36095988200)","57206664329; 6603257280; 36095988200","VPL-based Code Compliance Checking for Building Envelope Design Using OTTV Calculation","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138192700&doi=10.1088%2f1755-1315%2f1056%2f1%2f012033&partnerID=40&md5=da15e10ea260e31f115dc81d8823ae67","Building Envelope plays a vital role in reducing thermal loads, minimizing energy consumption, and ensuring sustainability. The Overall Thermal Transfer Value (OTTV) is a recognized method to evaluate the thermal performance of buildings. Building Information Modelling (BIM) has added great value to the AEC industry as an efficient tool to facilitate the building design process. With the development of BIM, more properties and material characteristics are assigned to the project design and building model that are getting more complex. Meanwhile, performing OTTV assessment and checking compliance with the assigned values involving time-consuming calculations with the possibility of ambiguity. Hence, automation of the code compliance checking process has become on-demand within the BIM environment. The objective is to develop a Visual Programming Language (VPL)-based script for automating the OTTV rule-based code compliance checking process. The applied method is to integrate BIM, VPL, and OTTV requirements; and develop a visual script that is responsible for extracting parameters from the BIM model, performing OTTV calculation, comparing output with assigned standard values of OTTV aiming answering the research question whether automated code compliance checking process can contribute to code compliance facilitation effectively. The results indicate that integrating VPL into the code compliance checking process has promising signs in facilitating the compliance checking process, increasing the accuracy and reliability of outcomes. © Published under licence by IOP Publishing Ltd.","Building envelope; Building information modelling (BIM); code compliance checking (CCC); overall thermal transfer value (OTTV); visual programming language (VPL)",""
"Alnuzha M.; Bloch T.","Alnuzha, Maen (59319696800); Bloch, Tanya (57110172100)","59319696800; 57110172100","THE ROLE OF MACHINE LEARNING IN AUTOMATED CODE CHECKING – A SYSTEMATIC LITERATURE REVIEW","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214644088&doi=10.36680%2fj.itcon.2025.002&partnerID=40&md5=41d68e268cfa2b5d8cdbdf6f14e4f646","SUMMARY: Building design must adhere to numerous codes, laws, and regulations. In practice, despite the available tools for Automated Code Checking (ACC) and the extensive research in the field, checking whether a given design complies with all relevant regulatory requirements remains a manual and time-consuming task. A comprehensive checking system that provides highly automated solutions for a wide range of regulations remains a distant goal. Recent studies have underscored the potential of engaging advanced technologies like Machine Learning (ML) and Natural Language Processing (NLP) to enhance ACC abilities. Hence, this work aims to review recent advancements in implementing ML technologies in code compliance checking, identify knowledge gaps, and suggest future research directions. By implementing a systematic literature review methodology, we identify three key research areas within the domain: processing regulatory text, processing design information, and an overall checking mechanism. Existing efforts explore each of these areas using a variety of ML algorithms to enhance their effectiveness. Despite the notable advancements, challenges persist due to the complexity of regulations, ambiguity of legal texts, and the scarcity of training data, all of which limit the scalability of the presented approaches. Additionally, while ML enhances flexibility by learning from data rather than relying on hardcoded rules, it introduces uncertainties in decision-making processes critical to building permitting. The review highlights the potential for hybrid approaches that combine the strengths of both rule-based systems and ML models to effectively address these challenges. © 2025 The author(s).","Automated Code Compliance; Building Information Modeling (BIM); Machine Learning (ML); Rule-based checking","Adversarial machine learning; Building codes; Contrastive Learning; Decision making; Federated learning; Natural language processing systems; Automated code; Automated code compliance; Building information modeling; Building Information Modelling; Code compliance; Machine learning; Machine-learning; Rule based; Rule-based checking; Systematic literature review; Building Information Model"
"Mateus R.J.G.; Pinto F.S.; Fauth J.; Azenha M.; Granja J.; Veludo R.; Muniz B.; Reis J.; Marques P.","Mateus, Ricardo J. G. (55628590600); Pinto, Francisco Silva (56457584500); Fauth, Judith (57481556400); Azenha, Miguel (57200948343); Granja, José (55214708700); Veludo, Ricardo (58602223100); Muniz, Bruno (58600559300); Reis, João (57969435800); Marques, Pedro (53863724400)","55628590600; 56457584500; 57481556400; 57200948343; 55214708700; 58602223100; 58600559300; 57969435800; 53863724400","Improving Regulations for Automated Design Checking Through Decision Analysis Good Practices: A Conceptual Application to the Construction Sector","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171593299&doi=10.1007%2f978-3-031-38241-3_19&partnerID=40&md5=3e4f2f81fcf9d96c5d7e3f7fcd85650a","Automating regulations is difficult because they were not drafted for computers. This article suggests decision analysis good practices to structure, analyze and support regulation drafting, namely: structuring rules using a means-ends objectives network, identifying the level at which rules should be set, developing performance measures for each fundamental objective, setting compliance thresholds based on the respective upper-level objectives and trade-offs, and monitoring and adapting rules. The approach is illustrated and validated through its theoretical application to Portuguese rights to light regulation. It proposes specific performance-based metrics on three fundamental objectives from this regulation: direct sunlight; natural daylight; and solar energy. Climate-based daylight simulation methods coupled with Building Information Modeling (BIM) provide the breakthrough to develop better performance-based metrics, rules, and building design optimization. © 2024, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Automation; Building Permit; Decision Analysis; Legal Drafting; Regulation","Architectural design; Construction industry; Decision making; Laws and legislation; Solar energy; Automated design; Building permits; Construction sectors; Design checking; Good practices; Legal drafting; Means ends; Performance based; Regulation; Structure analysis; Economic and social effects"
"Fuchs S.; Witbrock M.; Dimyadi J.; Amor R.","Fuchs, S. (58019368800); Witbrock, M. (6602830183); Dimyadi, J. (57193080675); Amor, R. (6603399556)","58019368800; 6602830183; 57193080675; 6603399556","Neural Semantic Parsing of Building Regulations for Compliance Checking","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144111688&doi=10.1088%2f1755-1315%2f1101%2f9%2f092022&partnerID=40&md5=50fe6e819ce1b460636f30365febc933","Computerising building regulations to allow reasoning is one of the main challenges in automated compliance checking in the built environment. While there has been a long history of translating regulations manually, in recent years, natural language processing (NLP) has been used to support or automate this task. While rule- and ontology-based information extraction and transformation approaches have achieved accurate translations for narrow domains and specific regulation types, machine learning (ML) promises increased scalability and adaptability to new regulation styles. Since ML usually requires many annotated examples as training data, we take advantage of the long history of building code computerisation and use a corpus of manually translated regulations to train a transformer-based encoder-decoder model. Given a relatively small corpus, the model learns to predict the logical structure and extracts entities and relations reasonably well. While the translation quality is not adequate to fully automate the process, the model shows the potential to serve as an auto-completion system and to identify manually translated regulations that need to be reviewed. © Published under licence by IOP Publishing Ltd.","",""
"Zheng Z.; Kang B.-R.; Yuan Q.-T.; Zhou Y.-C.; Lu X.-Z.; Lin J.-R.","Zheng, Zhe (57212455905); Kang, Bo-Rui (58030531300); Yuan, Qi-Tian (58031377900); Zhou, Yu-Cheng (57208139536); Lu, Xin-Zheng (15728275900); Lin, Jia-Rui (56703744700)","57212455905; 58030531300; 58031377900; 57208139536; 15728275900; 56703744700","Text Mining-Based Patent Analysis for Automated Rule Checking in AEC","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171538458&doi=10.1007%2f978-3-031-32515-1_2&partnerID=40&md5=44c45923aa941f8275f4c4fa18bbc952","Automated rule checking (ARC), which is expected to promote the efficiency of the compliance checking process in the architecture, engineering, and construction (AEC) industry, is gaining increasing attention. Throwing light on the ARC application hotspots and forecasting its trends are useful to the related research and drive innovations. Therefore, this study takes the patents from the database of the Derwent Innovations Index database (DII) and China national knowledge infrastructure (CNKI) as data sources and then carried out a three-step analysis including (1) quantitative characteristics (i.e., annual distribution analysis) of patents, (2) identification of ARC topics using a latent Dirichlet allocation (LDA) and, (3) SNA-based co-occurrence analysis of ARC topics. The results show that the research hotspots and trends of Chinese and English patents are different. The contributions of this study have three aspects: (1) an approach to a comprehensive analysis of patents by integrating multiple text mining methods (i.e., SNA and LDA) is introduced; (2) the application hotspots and development trends of ARC are reviewed based on patent analysis; and (3) a signpost for technological development and innovation of ARC is provided. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Application hotspots and future trends; Automated Rule Checking (ARC); Latent Dirichlet Allocation (LDA); Patent analysis; Social Network Analysis (SNA); Text mining","Automation; Compliance control; Data mining; Patents and inventions; Statistics; Application hotspot and future trend; Automated rule checking; Future trends; Hotspots; Latent Dirichlet allocation; Patent analysis; Social network analyse; Social Network Analysis; Text-mining; Digital storage"
