Authors,Author full names,Author(s) ID,Title,Year,Link,Abstract,Author Keywords,Index Keywords,authors,author full names,author(s) id,title,year,link,abstract,author keywords,index keywords
,,,,,,,,,Zou Y.; Wu Y.; Guo B.H.W.; Papadonikolaki E.; Dimyadi J.; Hung S.N.,"Zou, Yang (57072337800); Wu, Yuqing (57919011800); Guo, Brian H. W. (56602167900); Papadonikolaki, Eleni (56367767700); Dimyadi, Johannes (57193080675); Hung, Sze Nga (57918818300)",57072337800; 57919011800; 56602167900; 56367767700; 57193080675; 57918818300,Investigating the New Zealand Off-Site Manufacturing Industry's Readiness for Automated Compliance Checking,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139422732&doi=10.1061%2f%28ASCE%29CO.1943-7862.0002384&partnerID=40&md5=ce424fe2b3e1a2efc41b557add183f2c,"Numerous automated compliance checking (ACC) approaches have been developed over the last half of the twentieth century. However, little is known as to how well the ACC technology has served the off-site manufacturing (OSM) industry from the end users' perspective. This paper aims to measure the New Zealand (NZ) OSM industry's awareness and readiness for ACC and explore a pathway toward wider ACC adoption. It first reports on a survey study in NZ with 44 valid survey responses. It then proposes a high-level roadmap with key actions that can facilitate wider ACC adoption through 16 interviews with international ACC experts and a focus group with nine local OSM stakeholders. The results show that although there is a high demand for automating compliance processes, the OSM industry, especially small and medium enterprises, are not ready to adopt the ACC technology. Suggestions to address this include (1) establish the foundation for broad ACC adoption; (2) boost the development of the ACC technology to expedite its maturity, (3) test the ACC technology under different scenarios and customize it for the NZ context; (4) encourage the government to provide funding and policy support; and (5) promote education and training of both building information modeling (BIM) and ACC to OSM stakeholders. The results can provide software vendors with valuable information about user expectations and requirements to develop ACC products that can better serve NZ OSM projects, and help OSM stakeholders in NZ and countries with similar economic and regulatory structures to understand the technological and nontechnological gaps to better prepare for the ACC technology adoption.  © 2022 This work is made available under the terms of the Creative Commons Attribution 4.0 International license,.",Automated compliance checking (ACC); Building information modeling (BIM); Off-site manufacturing (OSM); Technology adoption,Architectural design; Automation; Compliance control; Engineering education; Information theory; Manufacture; Automated compliance checking; Building information modeling; Building Information Modelling; Manufacturing industries; New zealand; Off-site manufacturing; Technology adoption; Twentieth century; Surveys
,,,,,,,,,Wu J.; Nousias S.; Borrmann A.,"Wu, Jiabin (58292224700); Nousias, Stavros (57191051568); Borrmann, André (14824718700)",58292224700; 57191051568; 14824718700,Design Healing framework for automated code compliance,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216114158&doi=10.1016%2fj.autcon.2025.106004&partnerID=40&md5=2956eaf5f7fa3a2dfe39ff43135abfa9,"Automated Compliance Checking (ACC) techniques have advanced significantly, enabling designers to evaluate building designs against codes. However, architectural engineers have to improve the design by manually implementing the ACC results, which is laborious, iterative, and requires domain expertise. To address this challenge, this paper introduces a Design Healing framework that adapts the original design into code-compliant alternatives. By integrating design data and ACC results, the framework identifies critical non-compliant components through a graph-based topological algorithm and sensitivity analysis. A prior knowledge-informed design space exploration is conducted to find valid alternatives and quantify modifications using weighted Euclidean distances, allowing designers to select options closely aligned with the initial design. Multi-scenario experiments demonstrate the framework's effectiveness in resolving architectural spatial design violations. By automating post-checking design adaptation, the framework reduces manual revisions and provides an efficient tool for achieving compliance while accommodating varying design constraints. This paper establishes a basis for advancing designer-centered automated design correction methods based on ACC techniques. © 2025 The Authors",Automated compliance checking (ACC); Building information modeling (BIM); Design space exploration (DSE); Graph theory; Sensitivity analysis (SA),Architectural design; Space applications; Automated code; Automated compliance checking; Building information modeling; Building Information Modelling; Code compliance; Design space exploration; Sensitivity analyze; Sensitivity analyzes; Sensitivity analysis
,,,,,,,,,Bloch T.; Borrmann A.; Pauwels P.,"Bloch, Tanya (57110172100); Borrmann, André (14824718700); Pauwels, Pieter (36661189900)",57110172100; 14824718700; 36661189900,Graph-based learning for automated code checking – Exploring the application of graph neural networks for design review,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167969638&doi=10.1016%2fj.aei.2023.102137&partnerID=40&md5=30cc9efb45aa80c8239aa7b6e2c42ae9,"Although automated code checking (ACC) has been a subject of interest for many years, we have not yet seen significant breakthroughs in the field that may lead to the development of generic, comprehensive tools for ACC. Hard-coded rules are the backbone of all emerging platforms for ACC. These rules require a significant amount of engineering, which often requires manual labor; and the resulting rule sets are strict and difficult to scale to other building models. On the other hand, approaches relying purely on classic machine learning (e.g. SVM) are too coarse and unable to accurately express building information. In our hope to come up with a more scalable solution, we investigate here a novel workflow that relies on graph-based learning algorithms instead of processing rule sets. We illustrate the suggested workflow by checking accessibility requirements in residential houses, which we believe is one of the more promising rule sets that can be checked using graph-based learning methods. The high accuracy of the obtained results is encouraging to continue exploring Graph Neural Networks (GNN) for this type of ACC, yet rule-based and classic ML-based approaches show other advantages as well (rigor and speed, respectively). The main contribution of this work is therefore its identification of meaningful limitations and directions for future research, including alternative graph structures and GNN architectures. © 2023 Elsevier Ltd",Automated code compliance; Building Information Modeling (BIM); Graph Neural Network (GNN); Machine Learning (ML); Rule-based checking,Architectural design; Automation; Codes (symbols); Graph neural networks; Learning algorithms; Machine learning; Automated code; Automated code compliance; Building information modeling; Building Information Modelling; Code compliance; Graph neural network; Graph neural networks; Machine learning; Machine-learning; Rule based; Rule-based checking; Graphic methods
,,,,,,,,,Sun H.; Kim I.,"Sun, Hongwei (57218616240); Kim, Inhan (7404143715)",57218616240; 7404143715,APPLYING AI TECHNOLOGY TO RECOGNIZE BIM OBJECTS AND VISIBLE PROPERTIES FOR ACHIEVING AUTOMATED CODE COMPLIANCE CHECKING,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132431244&doi=10.3846%2fjcem.2022.16994&partnerID=40&md5=e41a98c066795c78f33ebcf2ea6869af,"Automated code compliance checking is an effective approach for assessing the quality of building information modeling (BIM) models. Various automated code compliance checking systems have emerged, wherein users need to input all information accurately according to BIM modeling guidelines, in order to ensure the accuracy of checking results. However, as this process involves human inputs, it is difficult to ensure that each input is accurate. In the case of errors or missing inputs, the checking results will be erroneous. Although automated checking systems can be developed accurately, it is difficult to apply these systems practically. Therefore, this paper proposes the application of AI technology to recognize BIM objects and visible properties, in order to improve the operability of automated code compliance checking. The two necessary elements – object names and properties – could be automatically extracted to a certain extent, following the application of the proposed method to the automated code checking process. The error rate of the input could also be reduced, thus making the application of the code checking system more practically feasible. The proposed recognition method for BIM objects and visible properties is also expected to be used widely in BIM-based building e-submission systems and BIM-based forward designs. © 2022 The Author(s).",artificial intelligence; automated code compliance checking; BIM object recognition; Building Information Modeling; industry foundation classes (IFC); visible property recognition,Architectural design; Automation; Codes (symbols); Compliance control; Automated code; Automated code compliance checking; Building information modeling object recognition; Building Information Modelling; Code compliance; Compliance checking; Industry foundation class; Objects recognition; Property; Visible property recognition; Object recognition
,,,,,,,,,Patlakas P.; Christovasilis I.; Riparbelli L.; Cheung F.K.; Vakaj E.,"Patlakas, Panagiotis (56192762300); Christovasilis, Ioannis (24765907600); Riparbelli, Lorenzo (57219273590); Cheung, Franco KT (7102329469); Vakaj, Edlira (57220182906)",56192762300; 24765907600; 57219273590; 7102329469; 57220182906,Semantic web-based automated compliance checking with integration of Finite Element analysis,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187803383&doi=10.1016%2fj.aei.2024.102448&partnerID=40&md5=f9b9d1ef73042c85d90df781bba5a1c7,"Automatic Compliance Checking (ACC) is a promising response to the challenges involved in meeting building and planning regulations, and increasingly utilised by researchers in the context of Building Information Modelling (BIM) and the Industry Foundation Classes (IFC). However, engineers often use computational methods, such as Finite Element Analysis (FEA), to solve challenging engineering problems. Such methods have received little attention in the context of ACC and BIM. The work presented here proposes a holistic approach, integrating FEA in the IFC schema, and utilising a Semantic Web-based system for ACC. A top-level ontology, the Building Compliance Ontology (BCO) is proposed, with the aim of covering all aspects of compliance in the Built Environment. One novelty of BCO is that it revolves around modelling statements in the building regulations, as opposed to the more common approach of modelling building components. In order to evaluate the effectiveness and applicability of this process, a real-world problem is used: the compliance to the structural engineering design codes of the structural members of a modular steel structure. An open-source solver is utilised for the FEA, and the IFC model is enriched with its results, using an open-source middleware for the Input/Output. BCO is extended to the field of structural engineering, and appropriate ACC classes and SHACL checks are implemented. Compliance is checked automatically by running SHACL scripts in a Semantic Web environment. © 2024 The Author(s)",Automatic Compliance Checking; Finite Element Analysis (FEA); Industry Foundation Classes (IFC); Semantic Web; Web Ontology Language (OWL),Architectural design; Compliance control; Middleware; Ontology; Semantic Web; Structural design; Websites; Automatic compliance checking; Building regulations; Compliance checking; Finite element analyse; Industry foundation class; Ontology's; Semantic-Web; Web ontology language (OWL); Finite element method
,,,,,,,,,Zhou Y.; Wang G.; Cao D.,"Zhou, Yiwei (57221161448); Wang, Guangbin (55738637700); Cao, Dongping (36642300400)",57221161448; 55738637700; 36642300400,A review on BIM-based automated compliance checking; [基于BIM的自动合规性审查研究综述],2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189856732&doi=10.15951%2fj.tmgcxb.22121210&partnerID=40&md5=c0861705dadace530245b299151c6276,"With the deep application of building information modeling (BIM) technology in the construction field, an increasing number of architectural designs are expressed and delivered in the way of BIM models. BIM-based automated compliance checking (ACC) of architectural design has received more attention in both theory and practice because of its advantages in objectivity and efficiency. This paper reviews the existing studies on BIM-based ACC, and conducts a comprehensive search of related research papers in the core database of Web of Science. The existing studies are summarized from five aspects: basic framework of BIM-based ACC, information extraction of regulation provisions, BIM model data extraction and semantic enrichment, regulation-model information matching, and compliance reasoning. The future research trends in above fields are further discussed. Finally, the research points out that BIM-based ACC still faces huge challenges in the performance and depth of complex text information extraction, model semantic enrichment, the degree of automation and universality of information matching, and the transparency and flexibility of computer code. © 2024 Chinese Society of Civil Engineering. All rights reserved.",automated compliance checking; building information model; information extraction; information matching; semantic enrichment,Automation; Compliance control; Data mining; Information retrieval; Information theory; Semantics; Structural design; Automated compliance checking; Building Information Modelling; Construction fields; Information extraction; Information matching; Matchings; Model-based OPC; Modeling technology; Semantic enrichment; Theory and practice; Architectural design
,,,,,,,,,Abdelalim A.M.; Elbeltagi E.E.; Abdelgawad M.,"Abdelalim, Ahmed Mohammed (59000921400); Elbeltagi, Emad E. (6603265905); Abdelgawad, Mohamed (59152630700)",59000921400; 6603265905; 59152630700,Automated detection of building rules compliance using building information modelling,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194948062&doi=10.1504%2fIJAMS.2024.138650&partnerID=40&md5=399bce0ee0e7e4b51f3ab0612c5f5f55,"Issuance of buildings’ permits prior to construction is vital process which requires the design drawings to abide by the governing regulations. There is an increasing demand for maintaining the compliance process with accuracy, quality and timeliness. The responsibility is majorly done by governmental authorities manually in many countries worldwide, having human errors, as well as wasting time and efforts. This paper presents an automated compliance checking model for residential buildings using building information modelling (BIM). The proposed model is carried out through interpretation of the building rules, rules-set creation, and the process of classifying architectural elements. Eventually, a compliance report is issued, whether pass or fail, in addition to identifying the non-compliance elements. A case study based on the Egyptian Construction Legislation was presented, 110 face-to-face interviews were conducted with experts to validate the model applicability. Results showed the model has positive impact and fade away the disadvantages of manual checking. Copyright © 2024 Inderscience Enterprises Ltd.",ACCCS; automated code compliance checking system; BIM; building information modelling; building permits; EDM; express data manager model checker; SMART-codes; SMC; Solibri model checker; the Unified Egyptian Building Law (No.119/ Year. 2008),
,,,,,,,,,Jiang L.; Shi J.; Wang C.,"Jiang, Liu (57212383876); Shi, Jianyong (56394719500); Wang, Chaoyu (57213145784)",57212383876; 56394719500; 57213145784,Multi-ontology fusion and rule development to facilitate automated code compliance checking using BIM and rule-based reasoning,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118842112&doi=10.1016%2fj.aei.2021.101449&partnerID=40&md5=f5cc48bab8237f87707e996302dbb37b,"Code compliance checking plays a critical role that identifies substandard designs according to regulatory documents and promises the accuracy of the designs before construction. However, the traditional code compliance checking process relies heavily on human work. To help the users better understand the checking process, this study proposes a gray-box checking technique and a BIM-based (Building Information Modeling) automated code compliance checking methodology that leverages ontology. The proposed approach contains a code ontology, a designed model ontology, a merged ontology, a code compliance checking ontology, a set of mapping rules, and a set of checking rules. During the checking process, the ontologies provide knowledge bases, and the rules provide necessary logic. A five-step roadmap is proposed for code ontology development for domain experts. For the time being, pre-processing is applied to create the designed model ontology to achieve time saving. Next, an ontology mapping procedure between the code and the designed model ontology is executed to obtain the merged ontology. In the ontology mapping procedure, the mapping rules aim to mitigate the semantic ambiguity between design information and regulatory information and enrich building information's semantics. Subsequently, rule-based reasoning is applied based on the checking rules and the merged ontology for checking reports generation. Finally, according to Chinese building codes, an automated code compliance checking platform is implemented for real construction projects to validate the proposed methodology. © 2021 Elsevier Ltd",Automated compliance checking; Building information modeling; Chinese building codes; Ontology; Rule-based reasoning,Architectural design; Automation; Compliance control; Mapping; Mergers and acquisitions; Ontology; Regulatory compliance; Automated code; Automated compliance checking; Building Information Modelling; Chinese building code; Code compliance; Compliance checking; Designed models; Mapping rules; Ontology's; Rule-based reasoning; Semantics
,,,,,,,,,Liu H.; Gao G.; Zhang H.; Liu Y.-S.; Song Y.; Gu M.,"Liu, Han (56468215400); Gao, Ge (55484991700); Zhang, Hehua (14053286000); Liu, Yu-Shen (26424662000); Song, Yan (57219497791); Gu, Ming (57202891851)",56468215400; 55484991700; 14053286000; 26424662000; 57219497791; 57202891851,MVDLite: A fast validation algorithm for Model View Definition rules,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168420708&doi=10.1016%2fj.aei.2023.102132&partnerID=40&md5=b2933e9b0ec2c8b36dcf79686c87fdd4,"Model View Definition (MVD) is the mainstream method for formally representing the knowledge about the data exchange of building information models (BIMs). The MVD ruleset can be used in automatically validating the compliance of the BIM data against the exchange requirements and rule constraints. At present, MVD validation is performed with the “matching-checking” process according to the data structure templates and the rule statements respectively. However, there are redundant visit of edges and nodes in a process with separated subgraph matching and value checking, and the efficiency of MVD validation on large real-world models is still a challenge. In this paper, the MVDLite algorithm is proposed for the fast validation of MVD rules. By integrating the separated templates and statements into a “rule-chain” structure, a fast round-trip searching can be performed, which remarkably speeds up the MVD validation in the experiments. Discussions on the complexity of the MVD validation algorithms and the applicable scope of the proposed algorithm are also provided, which intends to bring some new ideas to the community about the future evolution of the MVD technology. © 2023",Automated compliance checking; Building Information Model (BIM); Industry Fundamental Classes (IFC); Model View Definition (MVD),Architectural design; Compliance control; Information theory; Knowledge management; Automated compliance checking; Building information model; Building Information Modelling; Industry fundamental class; Matchings; Model view definition; Modeling data; Real-world modeling; Structure templates; Subgraph matching; Electronic data interchange
,,,,,,,,,Lee J.-K.; Cho K.; Choi H.; Choi S.; Kim S.; Cha S.H.,"Lee, Jin-Kook (57201264374); Cho, Kyunghyun (58294271500); Choi, Hyeokjin (57375166300); Choi, Soohyung (35113057800); Kim, Sumin (8542733000); Cha, Seung Hyun (56555854500)",57201264374; 58294271500; 57375166300; 35113057800; 8542733000; 56555854500,High-level implementable methods for automated building code compliance checking,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160565771&doi=10.1016%2fj.dibe.2023.100174&partnerID=40&md5=611ccc17bfa2b82f5f3eecfbb4dee580,"This paper presents an approach for defining high-level implementable methods to improve their low-level rule-checking procedures. This is part of an effort to develop challenging building information modeling (BIM)-enabled applications for building permits through automated code compliance checking. The main approach described here aims to alleviate the time-consuming and error-prone tasks of translating natural language into explicitly defined rules. An explicit expression of design requirements is key to building projects involving collaboration between architects, code experts, and developers. To maximize the generalization, neutralization, and reusability of the given rules in natural (written) language, we propose a series of high-level implementable computer programming methods (operators); these can be beneficial for translating verb phrases in building act sentences with minimal ambiguity as well as representing the peculiar properties of building objects without conflicts. Lastly, we demonstrate its application in code compliance checking by employing KBimCode and the developed rule-checking software. © 2023 The Authors",Automated building code compliance checking; Building information modeling (BIM); Building permit; High-level method; Implementable method,Application programs; Architectural design; Automation; Compliance control; Information theory; Reusability; Translation (languages); Automated building code compliance checking; Automated buildings; Building Code Compliance Checking; Building information modeling; Building Information Modelling; Building permits; Code compliance; Compliance checking; High-level methods; Implementable method; High level languages
,,,,,,,,,Qi B.; Costin A.,"Qi, Bing (59867288600); Costin, Aaron (55200193500)",59867288600; 55200193500,BIM and Ontology-Based DfMA Framework for Prefabricated Component,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149218618&doi=10.3390%2fbuildings13020394&partnerID=40&md5=2d1dd4f40f368a49e0beb4747e4007d1,"The integration of Design for Manufacture and Assembly (DfMA) into the design process of industrialized construction has the potential to reduce errors and changes occurring after the design has been finalized, ultimately improving overall productivity. Based on DfMA, the designers would need to consider whether their designs meet the architectural and performance requirements, as well as the manufacturing and assembly requirements from assembly and manufacturing technicians. However, some limitations present challenges for DfMA-oriented prefabricated design, such as lack of information interoperability, lack of conflict detection and management, and inefficient data processing and requirement checking. Thus, this research presents a novel BIM and ontology-based framework for DfMA of prefabricated and modular components. Various types of algorithms, plugins, and programming are also integrated to support the operation of the framework. The primary functions of this framework include: (1) collection of various stakeholder requirements in a standardized data format; (2) conflict detection and resolution between the design, manufacturing, and assembly requirements; and (3) automated compliance checking of whether the designed BIM models meet DfMA requirements. This research applies the framework on a prefabricated hotel project as a case study to validate the feasibility of the framework. Based on the results of a user experience survey, the developed framework shows promise for improving the DfMA process and stakeholder communication. Although a few limitations were encountered, such as the low computer operating speed and the limited ontology, the framework has been validated and shows great potential in advancing prefabricated component design applications © 2023 by the authors.",BIM; DfMA; ontology; prefabricated components,
,,,,,,,,,Lee C.; Yeo K.; Dritsas S.,"Lee, Cheryl (59185473400); Yeo, Khystelle (59185322000); Dritsas, Stylianos (55132205400)",59185473400; 59185322000; 55132205400,BIM-ENABLED REGULATORY DESIGN RULE CHECKING FOR BUILDING CIRCULATION,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193018264&doi=10.52842%2fconf.caadria.2021.1.211&partnerID=40&md5=a4b2b0614fbe81ee80ede03e24dd14d5,"Automated design rule checking (RDC) in Building Information Modelling (BIM) can be challenging especially when dealing with qualitative aspects and intricate regulations like building circulation. The study proposes a novel method for Regulatory Design Rule Checking (RDRC) for building circulation, addressing challenges in translating regulations to computational constructs and extracting relevant information from complex BIM models. Through a tiered compliance assessment, the investigation considers preventive rule-based checks for doors and corridors and explores constraint-based regulatory incentive schemes such as through-block pedestrian links (TBPL). The RDRC analysis identifies non-compliance and concludes with a recommendation for potential adjustments. This work aims to benefit designers and regulators, providing productivity enhancements and a deeper understanding of regulatory intricacies in the context of building circulation. © 2024 and published by the Association for Computer-Aided Architectural Design Research in Asia (CAADRIA), Hong Kong.",Building circulation; Building Information Modelling; Design Rule Checking; Network analysis,Compliance control; Information theory; Regulatory compliance; Automated design; Building circulation; Building Information Modelling; Complex buildings; Compliance assessments; Design rule checking; In-buildings; Novel methods; Qualitative aspects; Rule based; Architectural design
,,,,,,,,,Rausch C.; Talebi S.; Poshdar M.; Li B.; Schultz C.,"Rausch, Christopher (57191860637); Talebi, Saeed (57192008778); Poshdar, Mani (56027716900); Li, Beidi (57211096430); Schultz, Carl (17435671800)",57191860637; 57192008778; 56027716900; 57211096430; 17435671800,Tolerance management domain model for semantic enrichment of BIMs,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132218183&doi=10.1016%2fj.autcon.2022.104394&partnerID=40&md5=1f19fb2bea78cd4d1fcc9e325c5a9d69,"Dimensional variability of components and assemblies in construction can lead to significant defects, rework, and project risk if not managed effectively. Given the complexity of using tolerance management to control dimensional variability, an automated BIM-based approach is highly propitious, while currently elusive. This paper develops the first iteration of a domain model for tolerance management (ToleranceDM) using two case study examples within the domain of building construction. The results are shown to (1) consolidate the scattered, disparate existing “knowledge” and research on tolerance management into a single standardised, uniform framework, and (2) formalise this knowledge so that it can be unambiguously interpreted and parsed into software systems for automated tolerance management in construction. ToleranceDM functions as a key step towards benchmarking process capabilities, computing tolerance compliance automatically, and enabling in-field communication of tolerance requirements. Future research should explore case studies in different construction domains, along with developing an improved abduction framework and integrating as-built project data for tolerance compliance checking. © 2022 Elsevier B.V.",Building information model; Dependency structure matrix; Domain model; Risk management; Tolerance analysis; Tolerance management,Architectural design; Compliance control; Information management; Risk analysis; Risk assessment; Risk management; Semantics; Building Information Modelling; Case-studies; Dependency structure matrixes; Domain model; Management domains; Project risk; Risks management; Semantic enrichment; Tolerance analysis; Tolerance management; Fits and tolerances
,,,,,,,,,Noardo F.; Wu T.; Arroyo Ohori K.; Krijnen T.; Stoter J.,"Noardo, Francesca (56768224100); Wu, Teng (57219305031); Arroyo Ohori, Ken (57217484895); Krijnen, Thomas (56938788000); Stoter, Jantien (6507159121)",56768224100; 57219305031; 57217484895; 56938788000; 6507159121,IFC models for semi-automating common planning checks for building permits,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121129840&doi=10.1016%2fj.autcon.2021.104097&partnerID=40&md5=9041266e957175d5e3f8090f0d03557a,"To support building permit issuing with automatic digital tools, the reuse of models produced by designers would make the process quicker and more objective. However, current studies and pilots often leave a gap with respect to the models as actually provided by architects, having varying quality and content. In this study, rather than taking a top down approach, we started from the available data and made the necessary inferences, which gave the opportunity to tackle basic and common issues often preventing smooth automatic processing. Specific characteristics of the IFC models were outlined and a tool was developed to extract the necessary information from them to check representative regulations. While the case study is specific in location, regulations and input models, the type of issues encountered are a generally applicable example for automated code compliance checking. This represents a solid base for future works towards the automation of building permits issuing. © 2021 The Authors",BIM; Building information modeling; Data quality; Digital building permit; Industry foundation classes; Urban planning compliance,Compliance control; Digital devices; 'current; BIM; Building Information Modelling; Building permits; Data quality; Digital building permit; Digital tools; Industry foundation class; Reuse; Urban planning compliance; Architectural design
,,,,,,,,,Paskoff C.; Boton C.; Blanchet P.,"Paskoff, Chloé (58411939400); Boton, Conrad (37017251600); Blanchet, Pierre (7102260600)",58411939400; 37017251600; 7102260600,Comparative Analyses of Four BIM-Based Compliance Checking Tools,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214142513&doi=10.1007%2f978-3-031-61503-0_34&partnerID=40&md5=3c93838b4e1f3f766678c6e14d73184f,"In much of the world, digital tools are already being used in industry for the everyday process of work, leading to better productivity and quality. But, according to recent studies, the architecture engineering and construction industry is lagging behind in this move to digital processes. Very few construction operations have been automated, and productivity in the construction industry is still low in 2022. However, several digital approaches and tools have been developed for the construction industry in the last few decades. Among them, the building information modeling (BIM) approach has the potential to significantly improve processes in the construction industry. BIM uses a multidimensional digital mock-up to document and simulate the design, construction, and operation of a built asset. Automatic code compliance checking is one of the many proposed BIM uses. It is defined as “a process in which code validation software is used to check the model parameters against project-specific codes.” While several software systems have been proposed, the existing tools are not yet commonly used and it is still difficult for end users to select the one most suited to their needs. As observed, there is a lack of studies comparing and assessing the verification tools available in today's software market. We aim to compare the four main commercially available digital verification tools. Two comparisons were conducted. In the first one, each tool was reviewed according to some desired functionalities based on criteria summarized in three categories: features, interoperability, and usability. In the second one, we studied the whole rule-checking process in detail. The results suggest that Navisworks offers interesting functionalities for reviewing collision issues and to inspect the inner view of a mock-up (walk-through). Due to its large rule library, Solibri Model Checker is well suited to assess a global mockup; nevertheless, it may be limited because its rule customization is restricted. On the contrary, both visual programming tools—Dynamo and Grasshopper—offer a broad possibility for rule checking due to the customization available to create their own rules, but there is a long learning code to master coding in visual programming. © Canadian Society for Civil Engineering 2024.",Building information modeling; Code compliance checking; Comparative analysis; Digital mockup; Rule checking,Building Information Model; Project management; Building Information Modelling; Code compliance; Code compliance checking; Comparative analyzes; Compliance checking; Digital Mock-up; Model use; Rule checking; Verification tools; Visual programming; Mockups
,,,,,,,,,Nuyts E.; Bonduel M.; Verstraeten R.,"Nuyts, Emma (58869876000); Bonduel, Mathias (57203372641); Verstraeten, Ruben (36661505300)",58869876000; 57203372641; 36661505300,Comparative analysis of approaches for automated compliance checking of construction data,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186411618&doi=10.1016%2fj.aei.2024.102443&partnerID=40&md5=8801a28dcb3d46d54b1114ee383e5a33,"While the domain of Automated Compliance Checking (ACC) has gained track, the construction industry has been flooded with different approaches. This paper studies these different approaches for use in compliance checking of construction data. The approaches are compared by defining constraints for the same set of five requirements, each of a different category, stemming from the Flemish building regulation on accessibility. Eight approaches have been selected for comparison: two IFC-based approaches (Solibri Model Checker and the upcoming buildingSMART standard IDS), two general data standards and their accompanying schema definition languages (JSON Schema and XSD), and four Linked Data approaches (OWL, SWRL, SPARQL, and SHACL). Besides the pure functional analysis, the relative uptake and support in tooling are also considered. While XML/XSD and JSON/JSON Schema and the Linked Data approaches are in essence domain-independent, only the latter has an extra layer for agreeing on high-level data modeling (and thus data validation) patterns in the construction domain with the EN17632-1:2022 standard. SHACL is considered the most adept method from the Linked Data approaches since it is fully standardized for both inputs and outputs and was developed for validation use cases. © 2024 The Authors",Automated compliance checking; Building information management; Comparative analysis,Automation; Compliance control; Construction industry; Linked data; Model checking; Network security; Automated compliance checking; Building information management; Building regulations; Comparative analyzes; Compliance checking; Construction data; Data standards; Domain independents; Linked data approaches; Model checker; Information management
,,,,,,,,,Beach T.; Yeung J.; Nisbet N.; Rezgui Y.,"Beach, Thomas (36124728000); Yeung, Jonathan (57337926200); Nisbet, Nicholas (55295289300); Rezgui, Yacine (6701829347)",36124728000; 57337926200; 55295289300; 6701829347,Digital approaches to construction compliance checking: Validating the suitability of an ecosystem approach to compliance checking,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178233438&doi=10.1016%2fj.aei.2023.102288&partnerID=40&md5=2e5cee696cc16cf1ccd0620e3e6dca8d,"The lifecycle of the built environment is governed by complex regulations, requirements and standards. Ensuring compliance against these requirements is a complicated process, affecting the entire supply chain and often incurring significant costs, delay and uncertainty. Many of the processes, and elements within these processes, are formalised and supported by varying levels of digitisation and automation. This ranges from energy simulation, geometric checking, to building information modelling based checking. However, there are currently no unifying standards or integrating technology to tie regulatory efforts together to enable the widespread adoption of automated compliance processes. This has left many current technical approaches, while advanced and robust, isolated. However, the increasing maturity of asset datasets/information models, means that integration of data/tools is now feasible. This paper will propose and validate a new approach of solving the problem of automated compliance checking through the use of an ecosystem of compliance checking services. This work has identified a clear research gap. How automated compliance checking in the construction sector can move beyond sole reliance on BIM data, and tightly coupled integration with software tools, to provide an extensible enough system to integrate the current isolated software elements currently used within compliance checking processes. To test this approach, an architecture for an ecosystem of compliance services will be specified. To validate this architecture, a prototype version will be developed and validated against requirements derived from the weaknesses of current approaches. This validation has found that a distributed ecosystem can perform accurately and successfully, whilst providing advantages in terms of scalability and extensibility. This approach provides a route to the increased adoption of automated compliance checking, overcoming the issues of relying on one computer system/application to perform all aspects of this process. © 2023 The Author(s)",Automation compliance checking; Building permitting; Digitisation,Architectural design; Automation; Compliance control; Computer aided software engineering; Construction industry; Data integration; Ecosystems; Integration; Life cycle; Regulatory compliance; 'current; Automated compliance checking; Automation compliance checking; Building permitting; Built environment; Complex regulation; Compliance checking; Digitisation; Ecosystem approach; Uncertainty; Supply chains
